FlightPlanID,DronePortID,ETD,ETD_Seconds,OriginLat,OriginLon,DestinationLat,DestinationLon,DroneModel,EstimatedFlightTime,Ceiling
FP000059,DP2,02:58:01,10681,40.6269,-73.8745,40.55515284754491,-73.91910266772538,Long Range FWVTOL,6.61665385879958,400.0
FP000058,DP2,02:58:15,10695,40.6269,-73.8745,40.60945442397785,-73.96531896120923,Long Range FWVTOL,5.9303569546009145,400.0
FP000088,DP1,03:04:31,11071,40.7251,-73.9422,40.699469042989634,-73.86550594248672,Heavy Quadcopter,12.110693795509128,200.0
FP000098,DP1,03:05:11,11111,40.7251,-73.9422,40.72254068034652,-74.02302003409568,Heavy Quadcopter,11.685755287262666,400.0
FP000089,DP1,03:05:42,11142,40.7251,-73.9422,40.695460446361096,-74.0365258923408,Heavy Quadcopter,14.754085036514596,400.0
FP000111,DP2,03:05:47,11147,40.6269,-73.8745,40.5645052421595,-73.9847158850185,Long Range FWVTOL,8.705609952131049,400.0
FP000100,DP2,03:06:47,11207,40.6269,-73.8745,40.67555046813241,-74.00261962614003,Long Range FWVTOL,9.065010160525082,400.0
FP000115,DP2,03:07:13,11233,40.6269,-73.8745,40.743914680945316,-73.87571715197046,Long Range FWVTOL,9.758882705438173,50.0
FP000083,DP1,03:07:28,11248,40.7251,-73.9422,40.722773783366925,-73.99981494575493,Heavy Quadcopter,8.335061547702672,400.0
FP000114,DP2,03:09:45,11385,40.6269,-73.8745,40.70799724490461,-73.95769172339267,Long Range FWVTOL,8.569354220111686,400.0
FP000119,DP2,03:13:53,11633,40.6269,-73.8745,40.64369310058462,-73.98012761813338,Long Range FWVTOL,6.8299688685167075,400.0
FP000106,DP2,03:14:20,11660,40.6269,-73.8745,40.54016077504013,-73.90922678092072,Long Range FWVTOL,7.560708651762105,400.0
FP000097,DP1,03:14:27,11667,40.7251,-73.9422,40.73802077463688,-74.02214361714977,Heavy Quadcopter,11.807350831606424,400.0
FP000092,DP1,03:16:20,11780,40.7251,-73.9422,40.65895009778173,-73.8944302167238,Heavy Quadcopter,14.375968400043718,400.0
FP000101,DP2,03:16:52,11812,40.6269,-73.8745,40.5946963316816,-73.98464471365148,Long Range FWVTOL,7.472571488241629,400.0
FP000121,DP2,03:17:02,11822,40.6269,-73.8745,40.606055568607665,-73.94053815693398,Long Range FWVTOL,4.527544206558034,400.0
FP000103,DP2,03:18:07,11887,40.6269,-73.8745,40.549209369479044,-73.91779286591974,Long Range FWVTOL,7.035359721604533,400.0
FP000109,DP2,03:20:41,12041,40.6269,-73.8745,40.5762690042664,-73.96573096588132,Long Range FWVTOL,7.155311288761448,400.0
FP000085,DP1,03:20:43,12043,40.7251,-73.9422,40.69904888845902,-73.86158105687899,Heavy Quadcopter,12.662897999788363,200.0
FP000113,DP2,03:21:16,12076,40.6269,-73.8745,40.66384619461158,-73.8616349130708,Heavy Quadcopter,7.284341779510135,50.0
FP000091,DP1,03:21:39,12099,40.7251,-73.9422,40.72677480365441,-73.86109500705385,Heavy Quadcopter,11.720709554045833,200.0
FP000107,DP2,03:23:03,12183,40.6269,-73.8745,40.62483330827879,-73.9580801607535,Long Range FWVTOL,5.293082300480327,400.0
FP000084,DP1,03:23:12,12192,40.7251,-73.9422,40.68749653570839,-73.8425765503098,Heavy Quadcopter,16.081600176682667,200.0
FP000093,DP1,03:28:43,12523,40.7251,-73.9422,40.72776422298776,-73.8948089486091,Heavy Quadcopter,6.8648327774101485,100.0
FP000087,DP1,03:30:10,12610,40.7251,-73.9422,40.66378471364893,-73.90589504844657,Heavy Quadcopter,12.811673285830354,400.0
FP000110,DP2,03:30:38,12638,40.6269,-73.8745,40.53830559506946,-73.82250158321087,Long Range FWVTOL,8.089224896858434,400.0
FP000120,DP2,03:33:26,12806,40.6269,-73.8745,40.74263405081452,-73.83325665944598,Long Range FWVTOL,9.997984384360944,100.0
FP000102,DP2,03:33:32,12812,40.6269,-73.8745,40.732774632215616,-73.82809364005702,Long Range FWVTOL,9.304555343626305,200.0
FP000118,DP2,03:35:00,12900,40.6269,-73.8745,40.547958954025574,-74.00600776218417,Long Range FWVTOL,10.61639390684326,400.0
FP000112,DP2,03:35:25,12925,40.6269,-73.8745,40.67880929863239,-73.90879280739561,Long Range FWVTOL,4.842337161822328,400.0
FP000096,DP1,03:36:47,13007,40.7251,-73.9422,40.71094317666645,-74.0062321573536,Heavy Quadcopter,9.636687985816744,400.0
FP000105,DP2,03:37:33,13053,40.6269,-73.8745,40.62531614486001,-74.02347064657116,Long Range FWVTOL,9.430110621847163,400.0
FP000099,DP2,03:40:33,13233,40.6269,-73.8745,40.731326043495514,-73.98562055765028,Long Range FWVTOL,11.190745689991152,400.0
FP000094,DP1,03:43:22,13402,40.7251,-73.9422,40.793984500323944,-73.94278244845667,Heavy Quadcopter,13.13102409297785,300.0
FP000117,DP2,03:44:40,13480,40.6269,-73.8745,40.60397791432364,-73.91117858719569,Heavy Quadcopter,6.874563641038119,400.0
FP000082,DP1,03:45:38,13538,40.7251,-73.9422,40.7251008191268,-73.85599814380075,Heavy Quadcopter,12.452806086182184,200.0
FP000086,DP1,03:46:59,13619,40.7251,-73.9422,40.649186749336394,-73.96724639859195,Heavy Quadcopter,14.916568585639093,400.0
FP000116,DP2,03:47:23,13643,40.6269,-73.8745,40.70577302541184,-73.98733283253574,Long Range FWVTOL,9.706204574481793,400.0
FP000095,DP1,03:48:32,13712,40.7251,-73.9422,40.778427519519546,-73.9235299627256,Heavy Quadcopter,10.516724614172036,100.0
FP000090,DP1,03:51:12,13872,40.7251,-73.9422,40.701959999940016,-73.90208600093321,Heavy Quadcopter,7.283478890180757,200.0
FP000104,DP2,03:52:36,13956,40.6269,-73.8745,40.70020098226527,-73.8061204965617,Long Range FWVTOL,7.488703030581629,200.0
FP000108,DP2,03:53:46,14026,40.6269,-73.8745,40.69650086502118,-73.77368293149603,Long Range FWVTOL,8.623739164557568,200.0
FP000151,DP2,04:00:11,14411,40.6269,-73.8745,40.59765721548961,-73.75282522783358,Long Range FWVTOL,8.07989778920398,400.0
FP000160,DP2,04:01:57,14517,40.6269,-73.8745,40.548369985128545,-73.86481777545232,Long Range FWVTOL,6.5777486217001275,400.0
FP000147,DP1,04:02:28,14548,40.7251,-73.9422,40.693610490844094,-73.95560827374834,Heavy Quadcopter,6.307452707246613,400.0
FP000171,DP3,04:03:31,14611,40.7246,-73.746,40.66667910475883,-73.74857980355853,Long Range FWVTOL,4.8331357381054225,100.0
FP000148,DP2,04:05:20,14720,40.6269,-73.8745,40.60450092971981,-73.72137269911623,Long Range FWVTOL,9.872134700651795,300.0
FP000168,DP2,04:05:29,14729,40.6269,-73.8745,40.59731973560373,-73.90366213763954,Heavy Quadcopter,7.042834010703679,400.0
FP000133,DP1,04:06:31,14791,40.7251,-73.9422,40.807508713509215,-73.97431340559328,Heavy Quadcopter,16.378625598944463,300.0
FP000122,DP1,04:06:56,14816,40.7251,-73.9422,40.677475073218744,-73.91388710250683,Heavy Quadcopter,9.957696708628031,400.0
FP000150,DP2,04:07:27,14847,40.6269,-73.8745,40.60672654758192,-73.73227433881378,Long Range FWVTOL,9.159346686459473,300.0
FP000156,DP2,04:08:38,14918,40.6269,-73.8745,40.545415495611394,-73.9556459576617,Long Range FWVTOL,8.520017372045036,400.0
FP000154,DP2,04:11:07,15067,40.6269,-73.8745,40.679644187312405,-73.87285242464498,Heavy Quadcopter,10.056913244548348,400.0
FP000140,DP1,04:14:10,15250,40.7251,-73.9422,40.71883102305455,-73.90926755561753,Light Quadcopter,4.2922745518812055,100.0
FP000162,DP2,04:14:38,15278,40.6269,-73.8745,40.671005588046185,-73.91321445075813,Heavy Quadcopter,10.101216191598143,400.0
FP000159,DP2,04:15:58,15358,40.6269,-73.8745,40.59026192312795,-74.03211038162375,Long Range FWVTOL,10.435975356569486,400.0
FP000165,DP2,04:16:45,15405,40.6269,-73.8745,40.72838467917717,-73.93655701443895,Long Range FWVTOL,9.32923387756305,100.0
FP000126,DP1,04:18:29,15509,40.7251,-73.9422,40.69657784760979,-74.04335312791696,Heavy Quadcopter,15.594284811431283,400.0
FP000129,DP1,04:18:40,15520,40.7251,-73.9422,40.716633957692125,-73.91709283282907,Light Quadcopter,3.4737816448185788,200.0
FP000146,DP1,04:23:11,15791,40.7251,-73.9422,40.690177645366994,-73.97461169849048,Heavy Quadcopter,8.139348542499484,400.0
FP000139,DP1,04:23:57,15837,40.7251,-73.9422,40.796412046693234,-73.96922293159002,Heavy Quadcopter,14.142350082847345,400.0
FP000131,DP1,04:24:06,15846,40.7251,-73.9422,40.70981020939679,-73.99739133344409,Heavy Quadcopter,8.489863837714227,400.0
FP000153,DP2,04:25:09,15909,40.6269,-73.8745,40.65980921277945,-73.72216069299775,Long Range FWVTOL,10.022987429285662,200.0
FP000135,DP1,04:26:11,15971,40.7251,-73.9422,40.712284404964684,-73.97345192390657,Light Quadcopter,4.491920859579216,400.0
FP000137,DP1,04:27:06,16026,40.7251,-73.9422,40.7330897393725,-73.95574622396221,Light Quadcopter,2.1696719698757296,300.0
FP000169,DP2,04:27:15,16035,40.6269,-73.8745,40.625805821814936,-73.98917621061196,Long Range FWVTOL,7.259046121696863,400.0
FP000142,DP1,04:28:05,16085,40.7251,-73.9422,40.66811013402195,-73.95128972617653,Heavy Quadcopter,10.94254172871945,400.0
FP000143,DP1,04:30:14,16214,40.7251,-73.9422,40.71465820592268,-74.00151748123183,Heavy Quadcopter,8.797846394672225,400.0
FP000170,DP2,04:30:25,16225,40.6269,-73.8745,40.70884673758168,-73.89876381090653,Long Range FWVTOL,7.00427677459011,200.0
FP000155,DP2,04:33:21,16401,40.6269,-73.8745,40.58976238205778,-73.86675063635981,Heavy Quadcopter,7.167444032322051,400.0
FP000152,DP2,04:36:51,16611,40.6269,-73.8745,40.69117590025687,-73.98784641519856,Long Range FWVTOL,8.952861907218718,400.0
FP000141,DP1,04:38:32,16712,40.7251,-73.9422,40.697400672737295,-73.89792471815977,Heavy Quadcopter,8.294898764910085,200.0
FP000138,DP1,04:41:24,16884,40.7251,-73.9422,40.695503110530616,-73.83170409830002,Heavy Quadcopter,16.933376459860074,200.0
FP000164,DP2,04:43:23,17003,40.6269,-73.8745,40.63779675241399,-73.94513322774812,Long Range FWVTOL,4.561786228562231,400.0
FP000132,DP1,04:44:43,17083,40.7251,-73.9422,40.73644566371827,-73.86471409525764,Heavy Quadcopter,11.399766273176834,50.0
FP000158,DP2,04:45:38,17138,40.6269,-73.8745,40.69475537415215,-73.75453471973805,Long Range FWVTOL,9.466824020679516,200.0
FP000144,DP1,04:46:19,17179,40.7251,-73.9422,40.646466141881824,-73.9362293781706,Heavy Quadcopter,15.01400094212038,400.0
FP000163,DP2,04:46:46,17206,40.6269,-73.8745,40.74647464081779,-73.86692046047382,Long Range FWVTOL,9.983582770334289,50.0
FP000128,DP1,04:48:19,17299,40.7251,-73.9422,40.684113106911155,-73.95476103373802,Heavy Quadcopter,8.020996753511904,200.0
FP000149,DP2,04:48:38,17318,40.6269,-73.8745,40.53990081785981,-73.9186105054279,Long Range FWVTOL,7.7747072611207795,400.0
FP000130,DP1,04:49:01,17341,40.7251,-73.9422,40.68474237107731,-73.87915554709083,Heavy Quadcopter,11.923838578793855,200.0
FP000161,DP2,04:49:11,17351,40.6269,-73.8745,40.65787998456636,-73.72159793248241,Long Range FWVTOL,10.014668486648032,200.0
FP000145,DP1,04:49:30,17370,40.7251,-73.9422,40.68877441507577,-73.92842096793296,Heavy Quadcopter,7.204956596759025,200.0
FP000167,DP2,04:49:52,17392,40.6269,-73.8745,40.698783063005884,-73.77405608312621,Long Range FWVTOL,8.735710758757403,200.0
FP000134,DP1,04:49:55,17395,40.7251,-73.9422,40.66329245671018,-73.98030920576615,Heavy Quadcopter,13.005611860539052,400.0
FP000136,DP1,04:50:43,17443,40.7251,-73.9422,40.67925575847315,-74.01351378013365,Heavy Quadcopter,13.511941444172557,400.0
FP000124,DP1,04:51:38,17498,40.7251,-73.9422,40.69914434255457,-73.91998944984391,Heavy Quadcopter,5.897307997376523,200.0
FP000166,DP2,04:51:47,17507,40.6269,-73.8745,40.68491193513395,-73.83792641838036,Long Range FWVTOL,5.362853128650249,200.0
FP000157,DP2,04:52:18,17538,40.6269,-73.8745,40.59166154209441,-73.79681343908815,Long Range FWVTOL,5.7295269643918205,400.0
FP000123,DP1,04:52:38,17558,40.7251,-73.9422,40.68521747425275,-73.9759888376739,Heavy Quadcopter,9.035297734457865,400.0
FP000127,DP1,04:52:56,17576,40.7251,-73.9422,40.7747408255114,-73.9662440114981,Heavy Quadcopter,10.079439137198253,400.0
FP000125,DP1,04:53:37,17617,40.7251,-73.9422,40.70835171795193,-73.86930262169635,Heavy Quadcopter,11.005392122306606,200.0
FP000202,DP2,05:01:53,18113,40.6269,-73.8745,40.56393289212224,-73.96127491013583,Long Range FWVTOL,7.600672476350826,400.0
FP000186,DP1,05:03:13,18193,40.7251,-73.9422,40.680432115099,-74.01808101015838,Heavy Quadcopter,13.883115212937275,400.0
FP000217,DP2,05:03:38,18218,40.6269,-73.8745,40.58293975999414,-73.86670998873493,Heavy Quadcopter,8.455192868855491,400.0
FP000205,DP2,05:03:55,18235,40.6269,-73.8745,40.55128862015228,-73.82240807179598,Long Range FWVTOL,7.116556381605462,400.0
FP000192,DP1,05:03:56,18236,40.7251,-73.9422,40.70129951268324,-73.93228114828538,Light Quadcopter,4.163094304354765,200.0
FP000212,DP2,05:10:49,18649,40.6269,-73.8745,40.55873826775575,-73.95474262231356,Long Range FWVTOL,7.6246133124381,400.0
FP000220,DP2,05:12:23,18743,40.6269,-73.8745,40.563739386149415,-73.88499369965973,Long Range FWVTOL,5.309105593374665,400.0
FP000195,DP1,05:12:48,18768,40.7251,-73.9422,40.70159448197659,-74.01058489615409,Heavy Quadcopter,10.849150711107411,400.0
FP000207,DP2,05:13:57,18837,40.6269,-73.8745,40.64372270965494,-73.74338085726481,Long Range FWVTOL,8.415881998726205,50.0
FP000181,DP1,05:16:51,19011,40.7251,-73.9422,40.662876498164316,-73.99567090510845,Heavy Quadcopter,14.156526025052795,400.0
FP000219,DP2,05:18:45,19125,40.6269,-73.8745,40.666899433784565,-74.03852201394973,Long Range FWVTOL,10.901544529307047,400.0
FP000216,DP2,05:18:55,19135,40.6269,-73.8745,40.50521939026141,-73.89006768654495,Long Range FWVTOL,10.195513875424782,400.0
FP000187,DP1,05:22:47,19367,40.7251,-73.9422,40.702979105971885,-73.84287335676555,Heavy Quadcopter,14.95786187915901,200.0
FP000215,DP2,05:23:29,19409,40.6269,-73.8745,40.62765178895962,-73.92338265302033,Heavy Quadcopter,7.0734581367287985,400.0
FP000184,DP1,05:23:55,19435,40.7251,-73.9422,40.71224334437769,-73.88781276814491,Heavy Quadcopter,8.230908904886928,200.0
FP000213,DP2,05:24:26,19466,40.6269,-73.8745,40.58295024949597,-74.0180767614566,Long Range FWVTOL,9.801737207427726,400.0
FP000173,DP1,05:27:44,19664,40.7251,-73.9422,40.749501896562414,-74.05475725165839,Heavy Quadcopter,16.909502573453718,400.0
FP000214,DP2,05:29:00,19740,40.6269,-73.8745,40.67333848390337,-73.96793170397794,Long Range FWVTOL,7.067289748817657,400.0
FP000206,DP2,05:29:15,19755,40.6269,-73.8745,40.72215861232577,-73.92496689149236,Long Range FWVTOL,8.56150447286183,100.0
FP000193,DP1,05:31:04,19864,40.7251,-73.9422,40.74874351252334,-73.99994558904231,Heavy Quadcopter,9.480314149002949,400.0
FP000189,DP1,05:32:44,19964,40.7251,-73.9422,40.70122058703557,-74.02097099240339,Heavy Quadcopter,12.257873202308584,400.0
FP000210,DP2,05:33:33,20013,40.6269,-73.8745,40.739211368838184,-73.87276124907287,Long Range FWVTOL,9.366986268145874,50.0
FP000218,DP2,05:34:03,20043,40.6269,-73.8745,40.66329189886509,-73.72889909825088,Long Range FWVTOL,9.700274318229422,200.0
FP000203,DP2,05:35:30,20130,40.6269,-73.8745,40.62935705031248,-73.8698739125025,Light Quadcopter,0.7147604949668862,200.0
FP000172,DP1,05:36:01,20161,40.7251,-73.9422,40.72203082323538,-74.04808685496312,Heavy Quadcopter,15.30805689252945,400.0
FP000175,DP1,05:36:30,20190,40.7251,-73.9422,40.71760571737956,-73.876157806121,Heavy Quadcopter,9.647413058416413,200.0
FP000178,DP1,05:36:46,20206,40.7251,-73.9422,40.71111457671967,-73.82520510289633,Heavy Quadcopter,17.111913074013735,200.0
FP000194,DP1,05:36:50,20210,40.7251,-73.9422,40.742541553119956,-74.03290610569353,Heavy Quadcopter,13.517035148279675,400.0
FP000190,DP1,05:37:32,20252,40.7251,-73.9422,40.73472659701171,-73.96738825484132,Light Quadcopter,3.5656301619243935,400.0
