FlightPlanID,DronePortID,ETD,OriginLat,OriginLon,DestinationLat,DestinationLon,DroneModel,EstimatedFlightTime,Ceiling
FP000032,DP2,2025-05-15 01:22:51,40.6269,-73.8745,40.6612438864095,-73.9880613707785,Long Range FWVTOL,7.735758371178115,400.0
FP000033,DP2,2025-05-15 01:46:38,40.6269,-73.8745,40.55830468362527,-73.75352272450102,Long Range FWVTOL,9.561308477856027,400.0
FP000034,DP2,2025-05-15 01:43:25,40.6269,-73.8745,40.73621993929468,-73.79388218760816,Long Range FWVTOL,10.445672732983247,100.0
FP000035,DP2,2025-05-15 01:52:10,40.6269,-73.8745,40.59406280382929,-73.73179059399037,Long Range FWVTOL,9.4408898406664,400.0
FP000036,DP2,2025-05-15 01:13:03,40.6269,-73.8745,40.7032991109408,-73.79883848543437,Long Range FWVTOL,7.968864121854949,200.0
FP000037,DP2,2025-05-15 01:22:11,40.6269,-73.8745,40.63834462624629,-74.00784386896015,Long Range FWVTOL,8.493055856489585,400.0
FP000038,DP2,2025-05-15 01:54:29,40.6269,-73.8745,40.59904507112091,-74.0232906801859,Long Range FWVTOL,9.70185755895805,400.0
FP000039,DP2,2025-05-15 01:49:45,40.6269,-73.8745,40.66479862384523,-73.98652725208287,Long Range FWVTOL,7.761414988347382,400.0
FP000040,DP2,2025-05-15 01:50:46,40.6269,-73.8745,40.70830599613483,-73.93213686888927,Long Range FWVTOL,7.705995867840621,200.0
FP000041,DP2,2025-05-15 01:16:51,40.6269,-73.8745,40.6280531142416,-74.00681440120378,Long Range FWVTOL,8.37529927237798,400.0
FP000042,DP2,2025-05-15 01:25:00,40.6269,-73.8745,40.588064713262746,-73.95109759226523,Long Range FWVTOL,5.8316639009499625,400.0
FP000043,DP2,2025-05-15 01:53:25,40.6269,-73.8745,40.7051913083654,-73.93663426033112,Long Range FWVTOL,7.620959451157371,200.0
FP000044,DP2,2025-05-15 01:16:00,40.6269,-73.8745,40.632906029291746,-74.02293334755372,Long Range FWVTOL,9.407985819639611,400.0
FP000045,DP2,2025-05-15 01:41:54,40.6269,-73.8745,40.55794794112094,-73.73839564146017,Long Range FWVTOL,10.361279678576743,400.0
FP000046,DP2,2025-05-15 01:06:00,40.6269,-73.8745,40.564456145622145,-73.99220754832943,Long Range FWVTOL,9.092714328439234,400.0
FP000047,DP2,2025-05-15 01:27:05,40.6269,-73.8745,40.686881826412495,-74.02644775618394,Long Range FWVTOL,10.836786579583881,400.0
FP000048,DP2,2025-05-15 01:37:06,40.6269,-73.8745,40.56526723604428,-73.8256196992712,Long Range FWVTOL,5.9999860138786865,400.0
FP000049,DP2,2025-05-15 01:04:08,40.6269,-73.8745,40.66877530840801,-73.7323121326674,Long Range FWVTOL,9.65093823377197,100.0
FP000050,DP2,2025-05-15 01:02:02,40.6269,-73.8745,40.61423198650449,-74.04685343769546,Long Range FWVTOL,10.961149027518951,400.0
FP000051,DP1,2025-05-15 02:40:25,40.7251,-73.9422,40.781366681538174,-73.93686682499481,Heavy Quadcopter,10.753159724460078,300.0
FP000052,DP1,2025-05-15 02:40:43,40.7251,-73.9422,40.737859332668094,-73.82514590769276,Heavy Quadcopter,17.082164560179258,100.0
FP000053,DP1,2025-05-15 02:46:56,40.7251,-73.9422,40.6557861747506,-73.99600574094788,Heavy Quadcopter,15.331418818380136,400.0
FP000054,DP1,2025-05-15 02:10:09,40.7251,-73.9422,40.70338856296291,-73.95572858514544,Light Quadcopter,4.004882864250497,400.0
FP000055,DP1,2025-05-15 02:51:39,40.7251,-73.9422,40.70627160797077,-73.83732745164096,Heavy Quadcopter,15.571403156203274,200.0
FP000056,DP1,2025-05-15 02:32:23,40.7251,-73.9422,40.65378992446741,-74.00576255301249,Heavy Quadcopter,16.406643811418057,400.0
FP000057,DP1,2025-05-15 02:50:47,40.7251,-73.9422,40.71356063076102,-73.92430509943505,Light Quadcopter,2.9701533789091337,200.0
FP000058,DP2,2025-05-15 02:33:02,40.6269,-73.8745,40.50896289559479,-73.90898248332117,Long Range FWVTOL,10.075175573017448,400.0
FP000059,DP2,2025-05-15 02:45:15,40.6269,-73.8745,40.56915874676305,-73.77655792863703,Long Range FWVTOL,7.8518616872332965,400.0
FP000060,DP2,2025-05-15 02:16:33,40.6269,-73.8745,40.6250630158369,-73.9796032310495,Long Range FWVTOL,6.654348105805887,400.0
FP000061,DP2,2025-05-15 02:32:52,40.6269,-73.8745,40.69815804339803,-73.74066585315002,Long Range FWVTOL,10.343912207536354,200.0
FP000062,DP2,2025-05-15 02:16:45,40.6269,-73.8745,40.57140180689313,-73.99947601653592,Long Range FWVTOL,9.167711516319313,400.0
FP000063,DP2,2025-05-15 02:33:06,40.6269,-73.8745,40.64961443000923,-74.02669504204937,Long Range FWVTOL,9.816037396702281,400.0
FP000064,DP2,2025-05-15 02:36:43,40.6269,-73.8745,40.732796452971506,-73.79240574830038,Long Range FWVTOL,10.244510857586514,200.0
FP000065,DP2,2025-05-15 02:14:18,40.6269,-73.8745,40.68381687151585,-73.92107956123635,Long Range FWVTOL,5.587077667363937,200.0
FP000066,DP2,2025-05-15 02:52:19,40.6269,-73.8745,40.5242268322299,-73.9121444091535,Long Range FWVTOL,8.888377614643225,400.0
FP000067,DP2,2025-05-15 02:04:54,40.6269,-73.8745,40.601904879903586,-73.92452039580432,Heavy Quadcopter,8.665435022409628,400.0
FP000068,DP2,2025-05-15 02:32:53,40.6269,-73.8745,40.60948680823857,-73.9852171905233,Long Range FWVTOL,7.157605582582731,400.0
FP000069,DP2,2025-05-15 02:59:26,40.6269,-73.8745,40.61979512341976,-73.97338775628224,Long Range FWVTOL,6.287399904534349,400.0
FP000070,DP2,2025-05-15 02:27:39,40.6269,-73.8745,40.6836055949084,-73.80333778426015,Long Range FWVTOL,6.52949714868746,200.0
FP000071,DP2,2025-05-15 02:53:02,40.6269,-73.8745,40.584144157406094,-74.00470334952813,Long Range FWVTOL,8.981920418833495,400.0
FP000072,DP2,2025-05-15 02:45:02,40.6269,-73.8745,40.67955145822555,-74.02733042992477,Long Range FWVTOL,10.619826815767338,400.0
FP000073,DP2,2025-05-15 02:43:32,40.6269,-73.8745,40.620310325082535,-73.85729115465067,Light Quadcopter,2.4401239856527903,50.0
FP000074,DP2,2025-05-15 02:53:24,40.6269,-73.8745,40.72543470849507,-73.89234576901069,Long Range FWVTOL,8.29457511876175,100.0
FP000075,DP2,2025-05-15 02:11:09,40.6269,-73.8745,40.535245617009615,-73.79290633565833,Long Range FWVTOL,9.226767818437843,400.0
FP000076,DP2,2025-05-15 02:53:58,40.6269,-73.8745,40.64812936554295,-73.89719478352349,Light Quadcopter,4.559498633022903,400.0
FP000077,DP2,2025-05-15 02:27:23,40.6269,-73.8745,40.67467541906212,-73.73198014904632,Long Range FWVTOL,9.858531473293764,100.0
FP000078,DP2,2025-05-15 02:15:53,40.6269,-73.8745,40.677850317925675,-74.01717893571774,Long Range FWVTOL,9.977393462824534,400.0
FP000079,DP2,2025-05-15 02:02:13,40.6269,-73.8745,40.70156242342575,-73.74641789157857,Long Range FWVTOL,10.218561215123543,200.0
FP000080,DP2,2025-05-15 02:15:37,40.6269,-73.8745,40.53980452807892,-73.89748161830367,Long Range FWVTOL,7.4078404998157525,400.0
FP000081,DP2,2025-05-15 02:14:08,40.6269,-73.8745,40.531855884200766,-73.89333443147744,Long Range FWVTOL,8.015590322870286,400.0
FP000082,DP1,2025-05-15 03:42:57,40.7251,-73.9422,40.67741610135572,-74.01784494223539,Heavy Quadcopter,14.216895090767771,400.0
FP000083,DP1,2025-05-15 03:15:18,40.7251,-73.9422,40.73863838298872,-73.9781902926484,Heavy Quadcopter,5.803968540519886,400.0
FP000084,DP1,2025-05-15 03:23:34,40.7251,-73.9422,40.72728457795506,-73.99876284856893,Heavy Quadcopter,8.18159599458574,400.0
FP000085,DP1,2025-05-15 03:33:56,40.7251,-73.9422,40.72933601246302,-73.83203007601537,Heavy Quadcopter,15.935221361591527,200.0
FP000086,DP1,2025-05-15 03:18:43,40.7251,-73.9422,40.70954577840655,-73.85507478119321,Heavy Quadcopter,12.932139839024162,200.0
FP000087,DP1,2025-05-15 03:29:06,40.7251,-73.9422,40.73823360474204,-73.87071354601315,Heavy Quadcopter,10.625140914565277,50.0
FP000088,DP1,2025-05-15 03:15:30,40.7251,-73.9422,40.70423180463534,-74.03242005008936,Heavy Quadcopter,13.628764876078122,400.0
FP000089,DP1,2025-05-15 03:01:28,40.7251,-73.9422,40.658134329086074,-74.00820321106615,Heavy Quadcopter,15.935823597016356,400.0
FP000090,DP1,2025-05-15 03:19:48,40.7251,-73.9422,40.71801272953541,-73.97973229543746,Heavy Quadcopter,5.5880083568074,400.0
FP000091,DP1,2025-05-15 03:04:09,40.7251,-73.9422,40.747045428977096,-74.04527797430376,Heavy Quadcopter,15.46482032773283,400.0
FP000092,DP1,2025-05-15 03:00:34,40.7251,-73.9422,40.78260321217228,-73.94502364868927,Heavy Quadcopter,10.96883572590128,300.0
FP000093,DP1,2025-05-15 03:51:10,40.7251,-73.9422,40.79837200298556,-73.98175292576896,Heavy Quadcopter,15.089468611492247,400.0
FP000094,DP1,2025-05-15 03:25:21,40.7251,-73.9422,40.71198852880261,-73.85406106723546,Heavy Quadcopter,12.976846521040287,200.0
FP000095,DP1,2025-05-15 03:06:05,40.7251,-73.9422,40.69995437955638,-73.83945546849505,Heavy Quadcopter,15.600019740915926,200.0
FP000096,DP1,2025-05-15 03:47:01,40.7251,-73.9422,40.711647170779436,-74.01697646223262,Heavy Quadcopter,11.10355432283191,400.0
FP000097,DP1,2025-05-15 03:52:48,40.7251,-73.9422,40.6801966146365,-73.84999000760764,Heavy Quadcopter,15.837507807256745,100.0
FP000098,DP1,2025-05-15 03:52:01,40.7251,-73.9422,40.656234962618676,-73.888644504605,Heavy Quadcopter,15.239338427319723,400.0
FP000099,DP2,2025-05-15 03:43:31,40.6269,-73.8745,40.551300880956,-73.97141534131562,Long Range FWVTOL,8.798890322338087,400.0
FP000100,DP2,2025-05-15 03:24:27,40.6269,-73.8745,40.55646441268501,-73.82950247821611,Long Range FWVTOL,6.528772484306154,400.0
FP000101,DP2,2025-05-15 03:04:46,40.6269,-73.8745,40.49640776666893,-73.87210407331712,Long Range FWVTOL,10.883614375893764,400.0
FP000102,DP2,2025-05-15 03:07:32,40.6269,-73.8745,40.69868778925253,-73.82845402445508,Long Range FWVTOL,6.657862547780811,200.0
FP000103,DP2,2025-05-15 03:13:34,40.6269,-73.8745,40.5183325818483,-73.91855354145503,Long Range FWVTOL,9.474412615021365,400.0
FP000104,DP2,2025-05-15 03:18:17,40.6269,-73.8745,40.61526325396204,-73.81789432302456,Heavy Quadcopter,8.485151526240278,400.0
FP000105,DP2,2025-05-15 03:01:34,40.6269,-73.8745,40.503922419740924,-73.85273021892647,Long Range FWVTOL,10.34818118571997,400.0
FP000106,DP2,2025-05-15 03:47:49,40.6269,-73.8745,40.73228210216983,-73.96384709810452,Long Range FWVTOL,10.448351597738029,300.0
FP000107,DP2,2025-05-15 03:04:19,40.6269,-73.8745,40.522245568157345,-73.87161375309434,Long Range FWVTOL,8.729696108386555,400.0
FP000108,DP2,2025-05-15 03:26:43,40.6269,-73.8745,40.71305913808434,-73.75314473985775,Long Range FWVTOL,10.514431420510824,200.0
FP000109,DP2,2025-05-15 03:27:03,40.6269,-73.8745,40.65852360710134,-74.00857116822621,Long Range FWVTOL,8.884459102711947,400.0
FP000110,DP2,2025-05-15 03:00:03,40.6269,-73.8745,40.559505967757794,-73.98923261814224,Long Range FWVTOL,9.185780223735469,400.0
FP000111,DP2,2025-05-15 03:07:15,40.6269,-73.8745,40.540743997794365,-73.84130890541425,Long Range FWVTOL,7.486292256397849,400.0
FP000112,DP2,2025-05-15 03:51:40,40.6269,-73.8745,40.569594421854525,-73.74462014362038,Long Range FWVTOL,9.511980564866594,400.0
FP000113,DP2,2025-05-15 03:18:34,40.6269,-73.8745,40.57340002476061,-73.81328811114568,Long Range FWVTOL,5.9101346489252,400.0
FP000114,DP2,2025-05-15 03:48:50,40.6269,-73.8745,40.59554045555261,-73.84819202597504,Heavy Quadcopter,7.087069715826231,400.0
FP000115,DP2,2025-05-15 03:34:45,40.6269,-73.8745,40.62196681822656,-74.04656416833987,Long Range FWVTOL,10.898943914016812,400.0
FP000116,DP2,2025-05-15 03:10:19,40.6269,-73.8745,40.636598880602,-73.71851248468508,Long Range FWVTOL,9.905567169524273,200.0
FP000117,DP2,2025-05-15 03:43:53,40.6269,-73.8745,40.604467806880784,-73.82208762403056,Heavy Quadcopter,8.70638204558829,400.0
FP000118,DP2,2025-05-15 03:51:28,40.6269,-73.8745,40.599366770024,-73.85143381405446,Heavy Quadcopter,6.219820610663147,400.0
FP000119,DP2,2025-05-15 03:33:12,40.6269,-73.8745,40.513930045057265,-73.882279655318,Long Range FWVTOL,9.434145548688221,400.0
FP000120,DP2,2025-05-15 03:48:25,40.6269,-73.8745,40.69081288984873,-74.01224261632721,Long Range FWVTOL,10.215065302433723,400.0
FP000121,DP2,2025-05-15 03:34:55,40.6269,-73.8745,40.55584312820207,-73.88713037065831,Long Range FWVTOL,5.979610984463457,400.0
FP000122,DP1,2025-05-15 04:17:14,40.7251,-73.9422,40.73002575634854,-73.96233656022447,Light Quadcopter,2.6745491017431884,300.0
FP000123,DP1,2025-05-15 04:51:05,40.7251,-73.9422,40.72758232540039,-74.03974680300591,Heavy Quadcopter,14.099387826928167,400.0
FP000124,DP1,2025-05-15 04:41:44,40.7251,-73.9422,40.68815339875004,-73.97514429275832,Heavy Quadcopter,8.500743874665423,400.0
FP000125,DP1,2025-05-15 04:57:35,40.7251,-73.9422,40.6754095927604,-73.84444513355434,Heavy Quadcopter,17.008571136961088,100.0
FP000126,DP1,2025-05-15 04:14:41,40.7251,-73.9422,40.746645772364445,-73.92179071276966,Light Quadcopter,4.4235390944347985,50.0
FP000127,DP1,2025-05-15 04:32:23,40.7251,-73.9422,40.70618725317355,-74.00497531780769,Heavy Quadcopter,9.760106488035007,400.0
FP000128,DP1,2025-05-15 04:33:33,40.7251,-73.9422,40.772673673927436,-73.92023953443747,Heavy Quadcopter,9.60700739972644,100.0
FP000129,DP1,2025-05-15 04:31:44,40.7251,-73.9422,40.78324253837549,-73.94822537161171,Heavy Quadcopter,11.11722139914353,300.0
FP000130,DP1,2025-05-15 04:59:08,40.7251,-73.9422,40.68709448030506,-73.99430766754152,Heavy Quadcopter,10.448939229470183,400.0
FP000131,DP1,2025-05-15 04:31:35,40.7251,-73.9422,40.733297581198656,-73.96123408704233,Light Quadcopter,2.767216264684887,300.0
FP000132,DP1,2025-05-15 04:38:25,40.7251,-73.9422,40.70184723814752,-73.93655873422276,Light Quadcopter,3.943413997429865,200.0
FP000133,DP1,2025-05-15 04:26:35,40.7251,-73.9422,40.68087538948688,-73.88354541589082,Heavy Quadcopter,11.95453547829892,400.0
FP000134,DP1,2025-05-15 04:41:21,40.7251,-73.9422,40.65897458080497,-74.00109706012695,Heavy Quadcopter,15.210029847385274,400.0
FP000135,DP1,2025-05-15 04:46:08,40.7251,-73.9422,40.7211382764591,-74.01532248594188,Heavy Quadcopter,10.59062095272412,400.0
FP000136,DP1,2025-05-15 04:15:18,40.7251,-73.9422,40.71409182525392,-73.8487396822115,Heavy Quadcopter,13.664565276488077,200.0
FP000137,DP1,2025-05-15 04:43:03,40.7251,-73.9422,40.723774046508915,-73.87211182537595,Heavy Quadcopter,10.128262886291344,200.0
FP000138,DP1,2025-05-15 04:49:01,40.7251,-73.9422,40.665197308271836,-73.86220710077916,Heavy Quadcopter,16.24941012560207,50.0
FP000139,DP1,2025-05-15 04:00:57,40.7251,-73.9422,40.68033818382607,-73.84152464172364,Heavy Quadcopter,16.866053251610186,100.0
FP000140,DP1,2025-05-15 04:32:56,40.7251,-73.9422,40.70515902896681,-73.82776701249662,Heavy Quadcopter,16.964903291597512,200.0
FP000141,DP1,2025-05-15 04:01:07,40.7251,-73.9422,40.72670728008335,-73.98453565462248,Heavy Quadcopter,6.123446720729828,400.0
FP000142,DP1,2025-05-15 04:00:40,40.7251,-73.9422,40.720837444753464,-73.84790875467817,Heavy Quadcopter,13.646055133986948,200.0
FP000143,DP1,2025-05-15 04:15:08,40.7251,-73.9422,40.750229429271876,-73.99074952147356,Heavy Quadcopter,8.492143262599637,400.0
FP000144,DP1,2025-05-15 04:18:35,40.7251,-73.9422,40.72499491090734,-73.94665466675418,Light Quadcopter,0.5633581168667908,100.0
FP000145,DP1,2025-05-15 04:53:07,40.7251,-73.9422,40.653799925853804,-73.88456301351569,Heavy Quadcopter,15.941219359035836,400.0
FP000146,DP1,2025-05-15 04:46:07,40.7251,-73.9422,40.73126815912589,-74.03156223917811,Heavy Quadcopter,12.962196077560202,400.0
FP000147,DP1,2025-05-15 04:29:46,40.7251,-73.9422,40.744704415039045,-73.93091929376588,Light Quadcopter,3.5671667770909767,50.0
FP000148,DP2,2025-05-15 04:08:00,40.6269,-73.8745,40.663348658575366,-74.03177150498514,Long Range FWVTOL,10.405629792611972,400.0
FP000149,DP2,2025-05-15 04:57:38,40.6269,-73.8745,40.64344437098508,-73.85325327149081,Light Quadcopter,3.853174098241433,50.0
FP000150,DP2,2025-05-15 04:00:50,40.6269,-73.8745,40.70520548198355,-73.88575304647551,Long Range FWVTOL,6.569061735161026,200.0
FP000151,DP2,2025-05-15 04:03:39,40.6269,-73.8745,40.545029231776184,-73.941442707685,Long Range FWVTOL,8.036969982779448,400.0
FP000152,DP2,2025-05-15 04:57:44,40.6269,-73.8745,40.67420465545765,-73.84510188908811,Heavy Quadcopter,9.969273742537988,100.0
FP000153,DP2,2025-05-15 04:53:43,40.6269,-73.8745,40.55229046870627,-73.85951826148667,Long Range FWVTOL,6.294074791451063,400.0
FP000154,DP2,2025-05-15 04:32:13,40.6269,-73.8745,40.72558023982938,-73.866460538341,Long Range FWVTOL,8.245250308696294,200.0
FP000155,DP2,2025-05-15 04:14:04,40.6269,-73.8745,40.678809755706595,-73.71762592064859,Long Range FWVTOL,10.82846427004959,100.0
FP000156,DP2,2025-05-15 04:05:36,40.6269,-73.8745,40.659726964627644,-74.03268872381884,Long Range FWVTOL,10.377676501017149,400.0
FP000157,DP2,2025-05-15 04:20:53,40.6269,-73.8745,40.55114980822938,-73.90392509966766,Long Range FWVTOL,6.586400977815384,400.0
FP000158,DP2,2025-05-15 04:07:27,40.6269,-73.8745,40.550472103028994,-73.98841062471477,Long Range FWVTOL,9.626431813817463,400.0
FP000159,DP2,2025-05-15 04:14:55,40.6269,-73.8745,40.505631114964444,-73.95160160129527,Long Range FWVTOL,11.2311638769125,400.0
FP000160,DP2,2025-05-15 04:16:23,40.6269,-73.8745,40.682925311622355,-73.86592184047826,Long Range FWVTOL,4.703713188454976,400.0
FP000161,DP2,2025-05-15 04:31:05,40.6269,-73.8745,40.5835903784641,-73.99531172878962,Long Range FWVTOL,8.459099142563728,400.0
FP000162,DP2,2025-05-15 04:38:57,40.6269,-73.8745,40.65409108050012,-73.92030562020965,Heavy Quadcopter,8.412062887113736,400.0
FP000163,DP2,2025-05-15 04:28:02,40.6269,-73.8745,40.70414098901883,-73.82299543364864,Long Range FWVTOL,7.2186841518346645,200.0
FP000164,DP2,2025-05-15 04:54:08,40.6269,-73.8745,40.651936956229804,-73.71282523266734,Long Range FWVTOL,10.442144092182344,400.0
FP000165,DP2,2025-05-15 04:16:09,40.6269,-73.8745,40.69300894310375,-73.73122494178727,Long Range FWVTOL,10.609114692243155,200.0
FP000166,DP2,2025-05-15 04:37:52,40.6269,-73.8745,40.562944660736115,-73.91322241388893,Long Range FWVTOL,5.870301067319601,400.0
FP000167,DP2,2025-05-15 04:11:32,40.6269,-73.8745,40.595364472804505,-73.70905494149532,Long Range FWVTOL,10.799414659456081,400.0
FP000168,DP2,2025-05-15 04:18:14,40.6269,-73.8745,40.66224389727736,-73.99846917462749,Long Range FWVTOL,8.380019298381836,400.0
FP000169,DP2,2025-05-15 04:01:57,40.6269,-73.8745,40.68296201662302,-73.74857866146401,Long Range FWVTOL,9.237384453357341,100.0
FP000170,DP2,2025-05-15 04:13:25,40.6269,-73.8745,40.65367598589067,-73.96908597337517,Long Range FWVTOL,6.388569177908197,400.0
FP000171,DP3,2025-05-15 04:20:12,40.7246,-73.746,40.52593416666084,-73.76706514803499,Long Range FWVTOL,16.621540019970755,400.0
FP000172,DP1,2025-05-15 05:29:40,40.7251,-73.9422,40.693168449594744,-73.9411913709179,Heavy Quadcopter,6.088532707602293,200.0
FP000173,DP1,2025-05-15 05:12:41,40.7251,-73.9422,40.70427563933676,-73.95583025056142,Light Quadcopter,3.8773020580205992,400.0
FP000174,DP1,2025-05-15 05:06:35,40.7251,-73.9422,40.72020136780051,-73.94813489453688,Light Quadcopter,1.1092365437893807,100.0
FP000175,DP1,2025-05-15 05:12:42,40.7251,-73.9422,40.65055575619592,-73.90832185977014,Heavy Quadcopter,15.02969983894737,400.0
FP000176,DP1,2025-05-15 05:36:12,40.7251,-73.9422,40.70923721336817,-74.029517591645,Heavy Quadcopter,12.972806631218221,400.0
FP000177,DP1,2025-05-15 05:29:27,40.7251,-73.9422,40.74781681199403,-73.95344767445155,Light Quadcopter,4.046865656047323,300.0
FP000178,DP1,2025-05-15 05:57:08,40.7251,-73.9422,40.680770689958415,-73.99431738872785,Heavy Quadcopter,11.319268400926626,400.0
FP000179,DP1,2025-05-15 05:51:22,40.7251,-73.9422,40.732239458584424,-74.01180542689389,Heavy Quadcopter,10.146413640797626,400.0
FP000180,DP1,2025-05-15 05:02:53,40.7251,-73.9422,40.676433040950755,-73.88563721804901,Heavy Quadcopter,12.36432879251473,400.0
FP000181,DP1,2025-05-15 05:19:07,40.7251,-73.9422,40.69789638958746,-73.98574254609461,Heavy Quadcopter,8.153079185902723,400.0
FP000182,DP1,2025-05-15 05:08:21,40.7251,-73.9422,40.7430474853126,-73.99815338378559,Heavy Quadcopter,8.776265731406996,400.0
FP000183,DP1,2025-05-15 05:03:46,40.7251,-73.9422,40.74815540956194,-73.8656445925158,Heavy Quadcopter,11.89871957170971,50.0
FP000184,DP1,2025-05-15 05:35:14,40.7251,-73.9422,40.72986970090879,-73.8640913411415,Heavy Quadcopter,11.319822731312822,200.0
FP000185,DP1,2025-05-15 05:01:30,40.7251,-73.9422,40.70262413064436,-74.00714153449397,Heavy Quadcopter,10.314952759968518,400.0
FP000186,DP1,2025-05-15 05:26:48,40.7251,-73.9422,40.66998215593678,-73.93988408893486,Heavy Quadcopter,10.511886217639818,400.0
FP000187,DP1,2025-05-15 05:07:22,40.7251,-73.9422,40.77521270348659,-73.9480490532009,Heavy Quadcopter,9.589746667845036,300.0
FP000188,DP1,2025-05-15 05:57:25,40.7251,-73.9422,40.72734291633189,-73.89334709134505,Heavy Quadcopter,7.0701602050376104,100.0
FP000189,DP1,2025-05-15 05:03:19,40.7251,-73.9422,40.73170009200871,-73.96548236189378,Light Quadcopter,3.1419848279099085,300.0
FP000190,DP1,2025-05-15 05:26:45,40.7251,-73.9422,40.73433707206972,-73.99337093161722,Heavy Quadcopter,7.598513345745709,400.0
