Time,DroneID,X,Y,Z,Completed
530.00,FP000008,-73871.33,10.00,40636.38,true
530.00,FP000006,-73877.18,10.00,40636.53,true
530.00,FP000010,-73879.64,10.00,40618.32,true
540.00,FP000017,-73866.45,10.00,40632.84,true
540.00,FP000003,-73883.23,10.00,40631.78,true
540.00,FP000008,-73871.33,10.00,40636.38,true
540.00,FP000006,-73877.18,10.00,40636.53,true
540.00,FP000010,-73879.64,10.00,40618.32,true
550.00,FP000017,-73866.45,10.00,40632.84,true
550.00,FP000003,-73883.23,10.00,40631.78,true
550.00,FP000008,-73871.33,10.00,40636.38,true
550.00,FP000006,-73877.18,10.00,40636.53,true
550.00,FP000010,-73879.64,10.00,40618.32,true
550.00,FP000024,-73882.40,10.00,40633.19,false
560.00,FP000017,-73866.45,10.00,40632.84,true
560.00,FP000003,-73883.23,10.00,40631.78,true
560.00,FP000008,-73871.33,10.00,40636.38,true
560.00,FP000006,-73877.18,10.00,40636.53,true
560.00,FP000010,-73879.64,10.00,40618.32,true
560.00,FP000024,-73882.32,10.00,40633.13,true
570.00,FP000017,-73866.45,10.00,40632.84,true
570.00,FP000003,-73883.23,10.00,40631.78,true
570.00,FP000008,-73871.33,10.00,40636.38,true
570.00,FP000006,-73877.18,10.00,40636.53,true
570.00,FP000010,-73879.64,10.00,40618.32,true
570.00,FP000024,-73882.32,10.00,40633.13,true
580.00,FP000017,-73866.45,10.00,40632.84,true
580.00,FP000003,-73883.23,10.00,40631.78,true
580.00,FP000008,-73871.33,10.00,40636.38,true
580.00,FP000006,-73877.18,10.00,40636.53,true
580.00,FP000010,-73879.64,10.00,40618.32,true
580.00,FP000024,-73882.32,10.00,40633.13,true
590.00,FP000017,-73866.45,10.00,40632.84,true
590.00,FP000003,-73883.23,10.00,40631.78,true
590.00,FP000008,-73871.33,10.00,40636.38,true
590.00,FP000006,-73877.18,10.00,40636.53,true
590.00,FP000010,-73879.64,10.00,40618.32,true
590.00,FP000024,-73882.32,10.00,40633.13,true
600.00,FP000017,-73866.45,10.00,40632.84,true
600.00,FP000003,-73883.23,10.00,40631.78,true
600.00,FP000008,-73871.33,10.00,40636.38,true
600.00,FP000006,-73877.18,10.00,40636.53,true
600.00,FP000010,-73879.64,10.00,40618.32,true
600.00,FP000024,-73882.32,10.00,40633.13,true
610.00,FP000017,-73866.45,10.00,40632.84,true
610.00,FP000003,-73883.23,10.00,40631.78,true
610.00,FP000008,-73871.33,10.00,40636.38,true
610.00,FP000006,-73877.18,10.00,40636.53,true
610.00,FP000010,-73879.64,10.00,40618.32,true
610.00,FP000024,-73882.32,10.00,40633.13,true
620.00,FP000017,-73866.45,10.00,40632.84,true
620.00,FP000003,-73883.23,10.00,40631.78,true
620.00,FP000008,-73871.33,10.00,40636.38,true
620.00,FP000006,-73877.18,10.00,40636.53,true
620.00,FP000010,-73879.64,10.00,40618.32,true
620.00,FP000024,-73882.32,10.00,40633.13,true
630.00,FP000017,-73866.45,10.00,40632.84,true
630.00,FP000003,-73883.23,10.00,40631.78,true
630.00,FP000008,-73871.33,10.00,40636.38,true
630.00,FP000006,-73877.18,10.00,40636.53,true
630.00,FP000010,-73879.64,10.00,40618.32,true
630.00,FP000024,-73882.32,10.00,40633.13,true
640.00,FP000017,-73866.45,10.00,40632.84,true
640.00,FP000003,-73883.23,10.00,40631.78,true
640.00,FP000008,-73871.33,10.00,40636.38,true
640.00,FP000006,-73877.18,10.00,40636.53,true
640.00,FP000010,-73879.64,10.00,40618.32,true
640.00,FP000024,-73882.32,10.00,40633.13,true
650.00,FP000017,-73866.45,10.00,40632.84,true
650.00,FP000003,-73883.23,10.00,40631.78,true
650.00,FP000008,-73871.33,10.00,40636.38,true
650.00,FP000006,-73877.18,10.00,40636.53,true
650.00,FP000010,-73879.64,10.00,40618.32,true
650.00,FP000024,-73882.32,10.00,40633.13,true
660.00,FP000017,-73866.45,10.00,40632.84,true
660.00,FP000003,-73883.23,10.00,40631.78,true
660.00,FP000008,-73871.33,10.00,40636.38,true
660.00,FP000006,-73877.18,10.00,40636.53,true
660.00,FP000010,-73879.64,10.00,40618.32,true
660.00,FP000024,-73882.32,10.00,40633.13,true
670.00,FP000017,-73866.45,10.00,40632.84,true
670.00,FP000003,-73883.23,10.00,40631.78,true
670.00,FP000008,-73871.33,10.00,40636.38,true
670.00,FP000006,-73877.18,10.00,40636.53,true
670.00,FP000010,-73879.64,10.00,40618.32,true
670.00,FP000024,-73882.32,10.00,40633.13,true
680.00,FP000017,-73866.45,10.00,40632.84,true
680.00,FP000003,-73883.23,10.00,40631.78,true
680.00,FP000008,-73871.33,10.00,40636.38,true
680.00,FP000006,-73877.18,10.00,40636.53,true
680.00,FP000010,-73879.64,10.00,40618.32,true
680.00,FP000024,-73882.32,10.00,40633.13,true
690.00,FP000017,-73866.45,10.00,40632.84,true
690.00,FP000003,-73883.23,10.00,40631.78,true
690.00,FP000008,-73871.33,10.00,40636.38,true
690.00,FP000006,-73877.18,10.00,40636.53,true
690.00,FP000010,-73879.64,10.00,40618.32,true
690.00,FP000024,-73882.32,10.00,40633.13,true
690.00,FP000021,-73866.00,0.00,40746.48,false
700.00,FP000017,-73866.45,10.00,40632.84,true
700.00,FP000003,-73883.23,10.00,40631.78,true
700.00,FP000008,-73871.33,10.00,40636.38,true
700.00,FP000006,-73877.18,10.00,40636.53,true
700.00,FP000010,-73879.64,10.00,40618.32,true
700.00,FP000024,-73882.32,10.00,40633.13,true
700.00,FP000021,-73873.79,10.00,40636.88,true
710.00,FP000017,-73866.45,10.00,40632.84,true
710.00,FP000003,-73883.23,10.00,40631.78,true
710.00,FP000008,-73871.33,10.00,40636.38,true
710.00,FP000006,-73877.18,10.00,40636.53,true
710.00,FP000010,-73879.64,10.00,40618.32,true
710.00,FP000024,-73882.32,10.00,40633.13,true
710.00,FP000021,-73873.79,10.00,40636.88,true
720.00,FP000017,-73866.45,10.00,40632.84,true
720.00,FP000003,-73883.23,10.00,40631.78,true
720.00,FP000008,-73871.33,10.00,40636.38,true
720.00,FP000006,-73877.18,10.00,40636.53,true
720.00,FP000010,-73879.64,10.00,40618.32,true
720.00,FP000024,-73882.32,10.00,40633.13,true
720.00,FP000021,-73873.79,10.00,40636.88,true
730.00,FP000017,-73866.45,10.00,40632.84,true
730.00,FP000003,-73883.23,10.00,40631.78,true
730.00,FP000008,-73871.33,10.00,40636.38,true
730.00,FP000006,-73877.18,10.00,40636.53,true
730.00,FP000010,-73879.64,10.00,40618.32,true
730.00,FP000024,-73882.32,10.00,40633.13,true
730.00,FP000021,-73873.79,10.00,40636.88,true
740.00,FP000017,-73866.45,10.00,40632.84,true
740.00,FP000003,-73883.23,10.00,40631.78,true
740.00,FP000008,-73871.33,10.00,40636.38,true
740.00,FP000006,-73877.18,10.00,40636.53,true
740.00,FP000010,-73879.64,10.00,40618.32,true
740.00,FP000024,-73882.32,10.00,40633.13,true
740.00,FP000021,-73873.79,10.00,40636.88,true
750.00,FP000017,-73866.45,10.00,40632.84,true
750.00,FP000003,-73883.23,10.00,40631.78,true
750.00,FP000008,-73871.33,10.00,40636.38,true
750.00,FP000006,-73877.18,10.00,40636.53,true
750.00,FP000010,-73879.64,10.00,40618.32,true
750.00,FP000024,-73882.32,10.00,40633.13,true
750.00,FP000021,-73873.79,10.00,40636.88,true
760.00,FP000017,-73866.45,10.00,40632.84,true
760.00,FP000003,-73883.23,10.00,40631.78,true
760.00,FP000008,-73871.33,10.00,40636.38,true
760.00,FP000006,-73877.18,10.00,40636.53,true
760.00,FP000010,-73879.64,10.00,40618.32,true
760.00,FP000024,-73882.32,10.00,40633.13,true
760.00,FP000021,-73873.79,10.00,40636.88,true
770.00,FP000017,-73866.45,10.00,40632.84,true
770.00,FP000003,-73883.23,10.00,40631.78,true
770.00,FP000008,-73871.33,10.00,40636.38,true
770.00,FP000006,-73877.18,10.00,40636.53,true
770.00,FP000010,-73879.64,10.00,40618.32,true
770.00,FP000024,-73882.32,10.00,40633.13,true
770.00,FP000021,-73873.79,10.00,40636.88,true
780.00,FP000017,-73866.45,10.00,40632.84,true
780.00,FP000003,-73883.23,10.00,40631.78,true
780.00,FP000008,-73871.33,10.00,40636.38,true
780.00,FP000006,-73877.18,10.00,40636.53,true
780.00,FP000010,-73879.64,10.00,40618.32,true
780.00,FP000024,-73882.32,10.00,40633.13,true
780.00,FP000021,-73873.79,10.00,40636.88,true
790.00,FP000017,-73866.45,10.00,40632.84,true
790.00,FP000003,-73883.23,10.00,40631.78,true
790.00,FP000008,-73871.33,10.00,40636.38,true
790.00,FP000006,-73877.18,10.00,40636.53,true
790.00,FP000010,-73879.64,10.00,40618.32,true
790.00,FP000024,-73882.32,10.00,40633.13,true
790.00,FP000021,-73873.79,10.00,40636.88,true
790.00,FP000002,-73946.06,10.00,40655.30,false
800.00,FP000017,-73866.45,10.00,40632.84,true
800.00,FP000003,-73883.23,10.00,40631.78,true
800.00,FP000008,-73871.33,10.00,40636.38,true
800.00,FP000006,-73877.18,10.00,40636.53,true
800.00,FP000010,-73879.64,10.00,40618.32,true
800.00,FP000024,-73882.32,10.00,40633.13,true
800.00,FP000021,-73873.79,10.00,40636.88,true
800.00,FP000002,-73883.80,10.00,40630.59,true
810.00,FP000017,-73866.45,10.00,40632.84,true
810.00,FP000003,-73883.23,10.00,40631.78,true
810.00,FP000008,-73871.33,10.00,40636.38,true
810.00,FP000006,-73877.18,10.00,40636.53,true
810.00,FP000010,-73879.64,10.00,40618.32,true
810.00,FP000024,-73882.32,10.00,40633.13,true
810.00,FP000021,-73873.79,10.00,40636.88,true
810.00,FP000002,-73883.80,10.00,40630.59,true
820.00,FP000017,-73866.45,10.00,40632.84,true
820.00,FP000003,-73883.23,10.00,40631.78,true
820.00,FP000008,-73871.33,10.00,40636.38,true
820.00,FP000006,-73877.18,10.00,40636.53,true
820.00,FP000010,-73879.64,10.00,40618.32,true
820.00,FP000024,-73882.32,10.00,40633.13,true
820.00,FP000021,-73873.79,10.00,40636.88,true
820.00,FP000002,-73883.80,10.00,40630.59,true
830.00,FP000017,-73866.45,10.00,40632.84,true
830.00,FP000003,-73883.23,10.00,40631.78,true
830.00,FP000008,-73871.33,10.00,40636.38,true
830.00,FP000006,-73877.18,10.00,40636.53,true
830.00,FP000010,-73879.64,10.00,40618.32,true
830.00,FP000024,-73882.32,10.00,40633.13,true
830.00,FP000021,-73873.79,10.00,40636.88,true
830.00,FP000002,-73883.80,10.00,40630.59,true
840.00,FP000017,-73866.45,10.00,40632.84,true
840.00,FP000003,-73883.23,10.00,40631.78,true
840.00,FP000008,-73871.33,10.00,40636.38,true
840.00,FP000006,-73877.18,10.00,40636.53,true
840.00,FP000010,-73879.64,10.00,40618.32,true
840.00,FP000024,-73882.32,10.00,40633.13,true
840.00,FP000021,-73873.79,10.00,40636.88,true
840.00,FP000002,-73883.80,10.00,40630.59,true
840.00,FP000018,-73922.92,0.00,40617.26,false
850.00,FP000017,-73866.45,10.00,40632.84,true
850.00,FP000003,-73883.23,10.00,40631.78,true
850.00,FP000008,-73871.33,10.00,40636.38,true
850.00,FP000006,-73877.18,10.00,40636.53,true
850.00,FP000010,-73879.64,10.00,40618.32,true
850.00,FP000024,-73882.32,10.00,40633.13,true
850.00,FP000021,-73873.79,10.00,40636.88,true
850.00,FP000002,-73883.80,10.00,40630.59,true
850.00,FP000018,-73884.30,10.00,40624.95,true
860.00,FP000017,-73866.45,10.00,40632.84,true
860.00,FP000003,-73883.23,10.00,40631.78,true
860.00,FP000008,-73871.33,10.00,40636.38,true
860.00,FP000006,-73877.18,10.00,40636.53,true
860.00,FP000010,-73879.64,10.00,40618.32,true
860.00,FP000024,-73882.32,10.00,40633.13,true
860.00,FP000021,-73873.79,10.00,40636.88,true
860.00,FP000002,-73883.80,10.00,40630.59,true
860.00,FP000018,-73884.30,10.00,40624.95,true
870.00,FP000017,-73866.45,10.00,40632.84,true
870.00,FP000003,-73883.23,10.00,40631.78,true
870.00,FP000008,-73871.33,10.00,40636.38,true
870.00,FP000006,-73877.18,10.00,40636.53,true
870.00,FP000010,-73879.64,10.00,40618.32,true
870.00,FP000024,-73882.32,10.00,40633.13,true
870.00,FP000021,-73873.79,10.00,40636.88,true
870.00,FP000002,-73883.80,10.00,40630.59,true
870.00,FP000018,-73884.30,10.00,40624.95,true
870.00,FP000011,-73874.50,10.00,40626.90,false
880.00,FP000017,-73866.45,10.00,40632.84,true
880.00,FP000003,-73883.23,10.00,40631.78,true
880.00,FP000008,-73871.33,10.00,40636.38,true
880.00,FP000006,-73877.18,10.00,40636.53,true
880.00,FP000010,-73879.64,10.00,40618.32,true
880.00,FP000024,-73882.32,10.00,40633.13,true
880.00,FP000021,-73873.79,10.00,40636.88,true
880.00,FP000002,-73883.80,10.00,40630.59,true
880.00,FP000018,-73884.30,10.00,40624.95,true
880.00,FP000011,-73882.75,10.00,40632.55,true
890.00,FP000017,-73866.45,10.00,40632.84,true
890.00,FP000003,-73883.23,10.00,40631.78,true
890.00,FP000008,-73871.33,10.00,40636.38,true
890.00,FP000006,-73877.18,10.00,40636.53,true
890.00,FP000010,-73879.64,10.00,40618.32,true
890.00,FP000024,-73882.32,10.00,40633.13,true
890.00,FP000021,-73873.79,10.00,40636.88,true
890.00,FP000002,-73883.80,10.00,40630.59,true
890.00,FP000018,-73884.30,10.00,40624.95,true
890.00,FP000011,-73882.75,10.00,40632.55,true
900.00,FP000017,-73866.45,10.00,40632.84,true
900.00,FP000003,-73883.23,10.00,40631.78,true
900.00,FP000008,-73871.33,10.00,40636.38,true
900.00,FP000006,-73877.18,10.00,40636.53,true
900.00,FP000010,-73879.64,10.00,40618.32,true
900.00,FP000024,-73882.32,10.00,40633.13,true
900.00,FP000021,-73873.79,10.00,40636.88,true
900.00,FP000002,-73883.80,10.00,40630.59,true
900.00,FP000018,-73884.30,10.00,40624.95,true
900.00,FP000011,-73882.75,10.00,40632.55,true
910.00,FP000017,-73866.45,10.00,40632.84,true
910.00,FP000003,-73883.23,10.00,40631.78,true
910.00,FP000008,-73871.33,10.00,40636.38,true
910.00,FP000006,-73877.18,10.00,40636.53,true
910.00,FP000010,-73879.64,10.00,40618.32,true
910.00,FP000024,-73882.32,10.00,40633.13,true
910.00,FP000021,-73873.79,10.00,40636.88,true
910.00,FP000002,-73883.80,10.00,40630.59,true
910.00,FP000018,-73884.30,10.00,40624.95,true
910.00,FP000011,-73882.75,10.00,40632.55,true
920.00,FP000017,-73866.45,10.00,40632.84,true
920.00,FP000003,-73883.23,10.00,40631.78,true
920.00,FP000008,-73871.33,10.00,40636.38,true
920.00,FP000006,-73877.18,10.00,40636.53,true
920.00,FP000010,-73879.64,10.00,40618.32,true
920.00,FP000024,-73882.32,10.00,40633.13,true
920.00,FP000021,-73873.79,10.00,40636.88,true
920.00,FP000002,-73883.80,10.00,40630.59,true
920.00,FP000018,-73884.30,10.00,40624.95,true
920.00,FP000011,-73882.75,10.00,40632.55,true
920.00,FP000022,-73875.29,10.00,40616.73,true
930.00,FP000017,-73866.45,10.00,40632.84,true
930.00,FP000003,-73883.23,10.00,40631.78,true
930.00,FP000008,-73871.33,10.00,40636.38,true
930.00,FP000006,-73877.18,10.00,40636.53,true
930.00,FP000010,-73879.64,10.00,40618.32,true
930.00,FP000024,-73882.32,10.00,40633.13,true
930.00,FP000021,-73873.79,10.00,40636.88,true
930.00,FP000002,-73883.80,10.00,40630.59,true
930.00,FP000018,-73884.30,10.00,40624.95,true
930.00,FP000011,-73882.75,10.00,40632.55,true
930.00,FP000022,-73875.29,10.00,40616.73,true
940.00,FP000017,-73866.45,10.00,40632.84,true
940.00,FP000003,-73883.23,10.00,40631.78,true
940.00,FP000008,-73871.33,10.00,40636.38,true
940.00,FP000006,-73877.18,10.00,40636.53,true
940.00,FP000010,-73879.64,10.00,40618.32,true
940.00,FP000024,-73882.32,10.00,40633.13,true
940.00,FP000021,-73873.79,10.00,40636.88,true
940.00,FP000002,-73883.80,10.00,40630.59,true
940.00,FP000018,-73884.30,10.00,40624.95,true
940.00,FP000011,-73882.75,10.00,40632.55,true
940.00,FP000022,-73875.29,10.00,40616.73,true
950.00,FP000017,-73866.45,10.00,40632.84,true
950.00,FP000003,-73883.23,10.00,40631.78,true
950.00,FP000008,-73871.33,10.00,40636.38,true
950.00,FP000006,-73877.18,10.00,40636.53,true
950.00,FP000010,-73879.64,10.00,40618.32,true
950.00,FP000024,-73882.32,10.00,40633.13,true
950.00,FP000021,-73873.79,10.00,40636.88,true
950.00,FP000002,-73883.80,10.00,40630.59,true
950.00,FP000018,-73884.30,10.00,40624.95,true
950.00,FP000011,-73882.75,10.00,40632.55,true
950.00,FP000022,-73875.29,10.00,40616.73,true
960.00,FP000017,-73866.45,10.00,40632.84,true
960.00,FP000003,-73883.23,10.00,40631.78,true
960.00,FP000008,-73871.33,10.00,40636.38,true
960.00,FP000006,-73877.18,10.00,40636.53,true
960.00,FP000010,-73879.64,10.00,40618.32,true
960.00,FP000024,-73882.32,10.00,40633.13,true
960.00,FP000021,-73873.79,10.00,40636.88,true
960.00,FP000002,-73883.80,10.00,40630.59,true
960.00,FP000018,-73884.30,10.00,40624.95,true
960.00,FP000011,-73882.75,10.00,40632.55,true
960.00,FP000022,-73875.29,10.00,40616.73,true
970.00,FP000017,-73866.45,10.00,40632.84,true
970.00,FP000003,-73883.23,10.00,40631.78,true
970.00,FP000008,-73871.33,10.00,40636.38,true
970.00,FP000006,-73877.18,10.00,40636.53,true
970.00,FP000010,-73879.64,10.00,40618.32,true
970.00,FP000024,-73882.32,10.00,40633.13,true
970.00,FP000021,-73873.79,10.00,40636.88,true
970.00,FP000002,-73883.80,10.00,40630.59,true
970.00,FP000018,-73884.30,10.00,40624.95,true
970.00,FP000011,-73882.75,10.00,40632.55,true
970.00,FP000022,-73875.29,10.00,40616.73,true
980.00,FP000017,-73866.45,10.00,40632.84,true
980.00,FP000003,-73883.23,10.00,40631.78,true
980.00,FP000008,-73871.33,10.00,40636.38,true
980.00,FP000006,-73877.18,10.00,40636.53,true
980.00,FP000010,-73879.64,10.00,40618.32,true
980.00,FP000024,-73882.32,10.00,40633.13,true
980.00,FP000021,-73873.79,10.00,40636.88,true
980.00,FP000002,-73883.80,10.00,40630.59,true
980.00,FP000018,-73884.30,10.00,40624.95,true
980.00,FP000011,-73882.75,10.00,40632.55,true
980.00,FP000022,-73875.29,10.00,40616.73,true
990.00,FP000017,-73866.45,10.00,40632.84,true
990.00,FP000003,-73883.23,10.00,40631.78,true
990.00,FP000008,-73871.33,10.00,40636.38,true
990.00,FP000006,-73877.18,10.00,40636.53,true
990.00,FP000010,-73879.64,10.00,40618.32,true
990.00,FP000024,-73882.32,10.00,40633.13,true
990.00,FP000021,-73873.79,10.00,40636.88,true
990.00,FP000002,-73883.80,10.00,40630.59,true
990.00,FP000018,-73884.30,10.00,40624.95,true
990.00,FP000011,-73882.75,10.00,40632.55,true
990.00,FP000022,-73875.29,10.00,40616.73,true
1000.00,FP000017,-73866.45,10.00,40632.84,true
1000.00,FP000003,-73883.23,10.00,40631.78,true
1000.00,FP000008,-73871.33,10.00,40636.38,true
1000.00,FP000006,-73877.18,10.00,40636.53,true
1000.00,FP000010,-73879.64,10.00,40618.32,true
1000.00,FP000024,-73882.32,10.00,40633.13,true
1000.00,FP000021,-73873.79,10.00,40636.88,true
1000.00,FP000002,-73883.80,10.00,40630.59,true
1000.00,FP000018,-73884.30,10.00,40624.95,true
1000.00,FP000011,-73882.75,10.00,40632.55,true
1000.00,FP000022,-73875.29,10.00,40616.73,true
1010.00,FP000017,-73866.45,10.00,40632.84,true
1010.00,FP000003,-73883.23,10.00,40631.78,true
1010.00,FP000008,-73871.33,10.00,40636.38,true
1010.00,FP000006,-73877.18,10.00,40636.53,true
1010.00,FP000010,-73879.64,10.00,40618.32,true
1010.00,FP000024,-73882.32,10.00,40633.13,true
1010.00,FP000021,-73873.79,10.00,40636.88,true
1010.00,FP000002,-73883.80,10.00,40630.59,true
1010.00,FP000018,-73884.30,10.00,40624.95,true
1010.00,FP000011,-73882.75,10.00,40632.55,true
1010.00,FP000022,-73875.29,10.00,40616.73,true
1020.00,FP000017,-73866.45,10.00,40632.84,true
1020.00,FP000003,-73883.23,10.00,40631.78,true
1020.00,FP000008,-73871.33,10.00,40636.38,true
1020.00,FP000006,-73877.18,10.00,40636.53,true
1020.00,FP000010,-73879.64,10.00,40618.32,true
1020.00,FP000024,-73882.32,10.00,40633.13,true
1020.00,FP000021,-73873.79,10.00,40636.88,true
1020.00,FP000002,-73883.80,10.00,40630.59,true
1020.00,FP000018,-73884.30,10.00,40624.95,true
1020.00,FP000011,-73882.75,10.00,40632.55,true
1020.00,FP000022,-73875.29,10.00,40616.73,true
1030.00,FP000017,-73866.45,10.00,40632.84,true
1030.00,FP000003,-73883.23,10.00,40631.78,true
