Time,DroneID,X,Y,Z,Completed
530.00,FP000008,-73871.33,10.00,40636.38,true
530.00,FP000006,-73877.18,10.00,40636.53,true
530.00,FP000010,-73879.64,10.00,40618.32,true
540.00,FP000017,-73866.45,10.00,40632.84,true
540.00,FP000003,-73883.23,10.00,40631.78,true
540.00,FP000008,-73871.33,10.00,40636.38,true
540.00,FP000006,-73877.18,10.00,40636.53,true
540.00,FP000010,-73879.64,10.00,40618.32,true
550.00,FP000017,-73866.45,10.00,40632.84,true
550.00,FP000003,-73883.23,10.00,40631.78,true
550.00,FP000008,-73871.33,10.00,40636.38,true
550.00,FP000006,-73877.18,10.00,40636.53,true
550.00,FP000010,-73879.64,10.00,40618.32,true
550.00,FP000024,-73882.40,10.00,40633.19,false
560.00,FP000017,-73866.45,10.00,40632.84,true
560.00,FP000003,-73883.23,10.00,40631.78,true
560.00,FP000008,-73871.33,10.00,40636.38,true
560.00,FP000006,-73877.18,10.00,40636.53,true
560.00,FP000010,-73879.64,10.00,40618.32,true
560.00,FP000024,-73882.32,10.00,40633.13,true
570.00,FP000017,-73866.45,10.00,40632.84,true
570.00,FP000003,-73883.23,10.00,40631.78,true
570.00,FP000008,-73871.33,10.00,40636.38,true
570.00,FP000006,-73877.18,10.00,40636.53,true
570.00,FP000010,-73879.64,10.00,40618.32,true
570.00,FP000024,-73882.32,10.00,40633.13,true
580.00,FP000017,-73866.45,10.00,40632.84,true
580.00,FP000003,-73883.23,10.00,40631.78,true
580.00,FP000008,-73871.33,10.00,40636.38,true
580.00,FP000006,-73877.18,10.00,40636.53,true
580.00,FP000010,-73879.64,10.00,40618.32,true
580.00,FP000024,-73882.32,10.00,40633.13,true
590.00,FP000017,-73866.45,10.00,40632.84,true
590.00,FP000003,-73883.23,10.00,40631.78,true
590.00,FP000008,-73871.33,10.00,40636.38,true
590.00,FP000006,-73877.18,10.00,40636.53,true
590.00,FP000010,-73879.64,10.00,40618.32,true
590.00,FP000024,-73882.32,10.00,40633.13,true
600.00,FP000017,-73866.45,10.00,40632.84,true
600.00,FP000003,-73883.23,10.00,40631.78,true
600.00,FP000008,-73871.33,10.00,40636.38,true
600.00,FP000006,-73877.18,10.00,40636.53,true
600.00,FP000010,-73879.64,10.00,40618.32,true
600.00,FP000024,-73882.32,10.00,40633.13,true
610.00,FP000017,-73866.45,10.00,40632.84,true
610.00,FP000003,-73883.23,10.00,40631.78,true
610.00,FP000008,-73871.33,10.00,40636.38,true
610.00,FP000006,-73877.18,10.00,40636.53,true
610.00,FP000010,-73879.64,10.00,40618.32,true
610.00,FP000024,-73882.32,10.00,40633.13,true
620.00,FP000017,-73866.45,10.00,40632.84,true
620.00,FP000003,-73883.23,10.00,40631.78,true
620.00,FP000008,-73871.33,10.00,40636.38,true
620.00,FP000006,-73877.18,10.00,40636.53,true
620.00,FP000010,-73879.64,10.00,40618.32,true
620.00,FP000024,-73882.32,10.00,40633.13,true
630.00,FP000017,-73866.45,10.00,40632.84,true
630.00,FP000003,-73883.23,10.00,40631.78,true
630.00,FP000008,-73871.33,10.00,40636.38,true
630.00,FP000006,-73877.18,10.00,40636.53,true
630.00,FP000010,-73879.64,10.00,40618.32,true
630.00,FP000024,-73882.32,10.00,40633.13,true
