Time,DroneID,X,Y,Z,Completed
310.00,FP000017,-73633.10,300.00,40805.02,true
310.00,FP000003,-74138.48,300.00,40774.37,true
320.00,FP000017,-73633.10,300.00,40805.02,true
320.00,FP000003,-74138.48,300.00,40774.37,true
330.00,FP000017,-73633.10,300.00,40805.02,true
330.00,FP000003,-74138.48,300.00,40774.37,true
340.00,FP000017,-73633.10,300.00,40805.02,true
340.00,FP000003,-74138.48,300.00,40774.37,true
340.00,FP000008,-73862.30,297.90,40663.40,false
350.00,FP000017,-73633.10,300.00,40805.02,true
350.00,FP000003,-74138.48,300.00,40774.37,true
350.00,FP000008,-73833.80,146.00,40748.62,false
360.00,FP000017,-73633.10,300.00,40805.02,true
360.00,FP000003,-74138.48,300.00,40774.37,true
360.00,FP000008,-73820.34,64.27,40788.84,false
370.00,FP000017,-73633.10,300.00,40805.02,true
370.00,FP000003,-74138.48,300.00,40774.37,true
370.00,FP000008,-73779.36,300.00,40911.41,true
370.00,FP000006,-73874.50,198.00,40626.90,false
380.00,FP000017,-73633.10,300.00,40805.02,true
380.00,FP000003,-74138.48,300.00,40774.37,true
380.00,FP000008,-73779.36,300.00,40911.41,true
380.00,FP000006,-73904.99,212.00,40736.41,false
390.00,FP000017,-73633.10,300.00,40805.02,true
390.00,FP000003,-74138.48,300.00,40774.37,true
390.00,FP000008,-73779.36,300.00,40911.41,true
390.00,FP000006,-73904.99,0.00,40736.41,false
400.00,FP000017,-73633.10,300.00,40805.02,true
400.00,FP000003,-74138.48,300.00,40774.37,true
400.00,FP000008,-73779.36,300.00,40911.41,true
400.00,FP000006,-73957.80,285.14,40926.07,false
410.00,FP000017,-73633.10,300.00,40805.02,true
410.00,FP000003,-74138.48,300.00,40774.37,true
410.00,FP000008,-73779.36,300.00,40911.41,true
410.00,FP000006,-73954.97,300.00,40915.91,true
420.00,FP000017,-73633.10,300.00,40805.02,true
420.00,FP000003,-74138.48,300.00,40774.37,true
420.00,FP000008,-73779.36,300.00,40911.41,true
420.00,FP000006,-73954.97,300.00,40915.91,true
430.00,FP000017,-73633.10,300.00,40805.02,true
430.00,FP000003,-74138.48,300.00,40774.37,true
430.00,FP000008,-73779.36,300.00,40911.41,true
430.00,FP000006,-73954.97,300.00,40915.91,true
430.00,FP000010,-73874.50,198.00,40626.90,false
440.00,FP000017,-73633.10,300.00,40805.02,true
440.00,FP000003,-74138.48,300.00,40774.37,true
440.00,FP000008,-73779.36,300.00,40911.41,true
440.00,FP000006,-73954.97,300.00,40915.91,true
440.00,FP000010,-73921.51,212.00,40548.50,false
450.00,FP000017,-73633.10,300.00,40805.02,true
450.00,FP000003,-74138.48,300.00,40774.37,true
450.00,FP000008,-73779.36,300.00,40911.41,true
450.00,FP000006,-73954.97,300.00,40915.91,true
450.00,FP000010,-73921.51,0.00,40548.50,false
460.00,FP000017,-73633.10,300.00,40805.02,true
460.00,FP000003,-74138.48,300.00,40774.37,true
460.00,FP000008,-73779.36,300.00,40911.41,true
460.00,FP000006,-73954.97,300.00,40915.91,true
460.00,FP000010,-74027.55,278.44,40371.63,false
470.00,FP000017,-73633.10,300.00,40805.02,true
470.00,FP000003,-74138.48,300.00,40774.37,true
470.00,FP000008,-73779.36,300.00,40911.41,true
470.00,FP000006,-73954.97,300.00,40915.91,true
470.00,FP000010,-74028.77,300.00,40369.61,true
480.00,FP000017,-73633.10,300.00,40805.02,true
480.00,FP000003,-74138.48,300.00,40774.37,true
480.00,FP000008,-73779.36,300.00,40911.41,true
480.00,FP000006,-73954.97,300.00,40915.91,true
480.00,FP000010,-74028.77,300.00,40369.61,true
490.00,FP000017,-73633.10,300.00,40805.02,true
490.00,FP000003,-74138.48,300.00,40774.37,true
490.00,FP000008,-73779.36,300.00,40911.41,true
490.00,FP000006,-73954.97,300.00,40915.91,true
490.00,FP000010,-74028.77,300.00,40369.61,true
500.00,FP000017,-73633.10,300.00,40805.02,true
500.00,FP000003,-74138.48,300.00,40774.37,true
500.00,FP000008,-73779.36,300.00,40911.41,true
500.00,FP000006,-73954.97,300.00,40915.91,true
500.00,FP000010,-74028.77,300.00,40369.61,true
510.00,FP000017,-73633.10,300.00,40805.02,true
510.00,FP000003,-74138.48,300.00,40774.37,true
510.00,FP000008,-73779.36,300.00,40911.41,true
510.00,FP000006,-73954.97,300.00,40915.91,true
510.00,FP000010,-74028.77,300.00,40369.61,true
520.00,FP000017,-73633.10,300.00,40805.02,true
520.00,FP000003,-74138.48,300.00,40774.37,true
520.00,FP000008,-73779.36,300.00,40911.41,true
520.00,FP000006,-73954.97,300.00,40915.91,true
520.00,FP000010,-74028.77,300.00,40369.61,true
530.00,FP000017,-73633.10,300.00,40805.02,true
530.00,FP000003,-74138.48,300.00,40774.37,true
530.00,FP000008,-73779.36,300.00,40911.41,true
530.00,FP000006,-73954.97,300.00,40915.91,true
530.00,FP000010,-74028.77,300.00,40369.61,true
540.00,FP000017,-73633.10,300.00,40805.02,true
540.00,FP000003,-74138.48,300.00,40774.37,true
540.00,FP000008,-73779.36,300.00,40911.41,true
540.00,FP000006,-73954.97,300.00,40915.91,true
540.00,FP000010,-74028.77,300.00,40369.61,true
550.00,FP000017,-73633.10,300.00,40805.02,true
550.00,FP000003,-74138.48,300.00,40774.37,true
550.00,FP000008,-73779.36,300.00,40911.41,true
550.00,FP000006,-73954.97,300.00,40915.91,true
550.00,FP000010,-74028.77,300.00,40369.61,true
550.00,FP000024,-73874.50,21.60,40626.90,false
560.00,FP000017,-73633.10,300.00,40805.02,true
560.00,FP000003,-74138.48,300.00,40774.37,true
560.00,FP000008,-73779.36,300.00,40911.41,true
560.00,FP000006,-73954.97,300.00,40915.91,true
560.00,FP000010,-74028.77,300.00,40369.61,true
560.00,FP000024,-73882.40,85.60,40633.19,false
570.00,FP000017,-73633.10,300.00,40805.02,true
570.00,FP000003,-74138.48,300.00,40774.37,true
570.00,FP000008,-73779.36,300.00,40911.41,true
570.00,FP000006,-73954.97,300.00,40915.91,true
570.00,FP000010,-74028.77,300.00,40369.61,true
570.00,FP000024,-73882.40,13.60,40633.19,false
580.00,FP000017,-73633.10,300.00,40805.02,true
580.00,FP000003,-74138.48,300.00,40774.37,true
580.00,FP000008,-73779.36,300.00,40911.41,true
580.00,FP000006,-73954.97,300.00,40915.91,true
580.00,FP000010,-74028.77,300.00,40369.61,true
580.00,FP000024,-73928.66,65.43,40670.05,false
590.00,FP000017,-73633.10,300.00,40805.02,true
590.00,FP000003,-74138.48,300.00,40774.37,true
590.00,FP000008,-73779.36,300.00,40911.41,true
590.00,FP000006,-73954.97,300.00,40915.91,true
590.00,FP000010,-74028.77,300.00,40369.61,true
590.00,FP000024,-73952.71,100.00,40689.21,true
600.00,FP000017,-73633.10,300.00,40805.02,true
600.00,FP000003,-74138.48,300.00,40774.37,true
600.00,FP000008,-73779.36,300.00,40911.41,true
600.00,FP000006,-73954.97,300.00,40915.91,true
600.00,FP000010,-74028.77,300.00,40369.61,true
600.00,FP000024,-73952.71,100.00,40689.21,true
610.00,FP000017,-73633.10,300.00,40805.02,true
610.00,FP000003,-74138.48,300.00,40774.37,true
610.00,FP000008,-73779.36,300.00,40911.41,true
610.00,FP000006,-73954.97,300.00,40915.91,true
610.00,FP000010,-74028.77,300.00,40369.61,true
610.00,FP000024,-73952.71,100.00,40689.21,true
620.00,FP000017,-73633.10,300.00,40805.02,true
620.00,FP000003,-74138.48,300.00,40774.37,true
620.00,FP000008,-73779.36,300.00,40911.41,true
620.00,FP000006,-73954.97,300.00,40915.91,true
620.00,FP000010,-74028.77,300.00,40369.61,true
620.00,FP000024,-73952.71,100.00,40689.21,true
630.00,FP000017,-73633.10,300.00,40805.02,true
630.00,FP000003,-74138.48,300.00,40774.37,true
630.00,FP000008,-73779.36,300.00,40911.41,true
630.00,FP000006,-73954.97,300.00,40915.91,true
630.00,FP000010,-74028.77,300.00,40369.61,true
630.00,FP000024,-73952.71,100.00,40689.21,true
640.00,FP000017,-73633.10,300.00,40805.02,true
640.00,FP000003,-74138.48,300.00,40774.37,true
640.00,FP000008,-73779.36,300.00,40911.41,true
640.00,FP000006,-73954.97,300.00,40915.91,true
640.00,FP000010,-74028.77,300.00,40369.61,true
640.00,FP000024,-73952.71,100.00,40689.21,true
650.00,FP000017,-73633.10,300.00,40805.02,true
650.00,FP000003,-74138.48,300.00,40774.37,true
650.00,FP000008,-73779.36,300.00,40911.41,true
650.00,FP000006,-73954.97,300.00,40915.91,true
650.00,FP000010,-74028.77,300.00,40369.61,true
650.00,FP000024,-73952.71,100.00,40689.21,true
660.00,FP000017,-73633.10,300.00,40805.02,true
660.00,FP000003,-74138.48,300.00,40774.37,true
660.00,FP000008,-73779.36,300.00,40911.41,true
660.00,FP000006,-73954.97,300.00,40915.91,true
660.00,FP000010,-74028.77,300.00,40369.61,true
660.00,FP000024,-73952.71,100.00,40689.21,true
670.00,FP000017,-73633.10,300.00,40805.02,true
670.00,FP000003,-74138.48,300.00,40774.37,true
670.00,FP000008,-73779.36,300.00,40911.41,true
670.00,FP000006,-73954.97,300.00,40915.91,true
670.00,FP000010,-74028.77,300.00,40369.61,true
670.00,FP000024,-73952.71,100.00,40689.21,true
680.00,FP000017,-73633.10,300.00,40805.02,true
680.00,FP000003,-74138.48,300.00,40774.37,true
680.00,FP000008,-73779.36,300.00,40911.41,true
680.00,FP000006,-73954.97,300.00,40915.91,true
680.00,FP000010,-74028.77,300.00,40369.61,true
680.00,FP000024,-73952.71,100.00,40689.21,true
690.00,FP000017,-73633.10,300.00,40805.02,true
690.00,FP000003,-74138.48,300.00,40774.37,true
690.00,FP000008,-73779.36,300.00,40911.41,true
690.00,FP000006,-73954.97,300.00,40915.91,true
690.00,FP000010,-74028.77,300.00,40369.61,true
690.00,FP000024,-73952.71,100.00,40689.21,true
690.00,FP000021,-73874.50,198.00,40626.90,false
700.00,FP000017,-73633.10,300.00,40805.02,true
700.00,FP000003,-74138.48,300.00,40774.37,true
700.00,FP000008,-73779.36,300.00,40911.41,true
700.00,FP000006,-73954.97,300.00,40915.91,true
700.00,FP000010,-74028.77,300.00,40369.61,true
700.00,FP000024,-73952.71,100.00,40689.21,true
700.00,FP000021,-73866.22,211.90,40743.37,false
710.00,FP000017,-73633.10,300.00,40805.02,true
710.00,FP000003,-74138.48,300.00,40774.37,true
710.00,FP000008,-73779.36,300.00,40911.41,true
710.00,FP000006,-73954.97,300.00,40915.91,true
710.00,FP000010,-74028.77,300.00,40369.61,true
710.00,FP000024,-73952.71,100.00,40689.21,true
710.00,FP000021,-73866.00,0.00,40746.48,false
720.00,FP000017,-73633.10,300.00,40805.02,true
720.00,FP000003,-74138.48,300.00,40774.37,true
720.00,FP000008,-73779.36,300.00,40911.41,true
720.00,FP000006,-73954.97,300.00,40915.91,true
720.00,FP000010,-74028.77,300.00,40369.61,true
720.00,FP000024,-73952.71,100.00,40689.21,true
720.00,FP000021,-73852.22,286.89,40940.29,false
730.00,FP000017,-73633.10,300.00,40805.02,true
730.00,FP000003,-74138.48,300.00,40774.37,true
730.00,FP000008,-73779.36,300.00,40911.41,true
730.00,FP000006,-73954.97,300.00,40915.91,true
730.00,FP000010,-74028.77,300.00,40369.61,true
730.00,FP000024,-73952.71,100.00,40689.21,true
730.00,FP000021,-73853.23,300.00,40926.14,true
740.00,FP000017,-73633.10,300.00,40805.02,true
740.00,FP000003,-74138.48,300.00,40774.37,true
740.00,FP000008,-73779.36,300.00,40911.41,true
740.00,FP000006,-73954.97,300.00,40915.91,true
740.00,FP000010,-74028.77,300.00,40369.61,true
740.00,FP000024,-73952.71,100.00,40689.21,true
740.00,FP000021,-73853.23,300.00,40926.14,true
750.00,FP000017,-73633.10,300.00,40805.02,true
750.00,FP000003,-74138.48,300.00,40774.37,true
750.00,FP000008,-73779.36,300.00,40911.41,true
750.00,FP000006,-73954.97,300.00,40915.91,true
750.00,FP000010,-74028.77,300.00,40369.61,true
750.00,FP000024,-73952.71,100.00,40689.21,true
750.00,FP000021,-73853.23,300.00,40926.14,true
760.00,FP000017,-73633.10,300.00,40805.02,true
760.00,FP000003,-74138.48,300.00,40774.37,true
760.00,FP000008,-73779.36,300.00,40911.41,true
760.00,FP000006,-73954.97,300.00,40915.91,true
760.00,FP000010,-74028.77,300.00,40369.61,true
760.00,FP000024,-73952.71,100.00,40689.21,true
760.00,FP000021,-73853.23,300.00,40926.14,true
770.00,FP000017,-73633.10,300.00,40805.02,true
770.00,FP000003,-74138.48,300.00,40774.37,true
770.00,FP000008,-73779.36,300.00,40911.41,true
770.00,FP000006,-73954.97,300.00,40915.91,true
770.00,FP000010,-74028.77,300.00,40369.61,true
770.00,FP000024,-73952.71,100.00,40689.21,true
770.00,FP000021,-73853.23,300.00,40926.14,true
780.00,FP000017,-73633.10,300.00,40805.02,true
780.00,FP000003,-74138.48,300.00,40774.37,true
780.00,FP000008,-73779.36,300.00,40911.41,true
780.00,FP000006,-73954.97,300.00,40915.91,true
780.00,FP000010,-74028.77,300.00,40369.61,true
780.00,FP000024,-73952.71,100.00,40689.21,true
780.00,FP000021,-73853.23,300.00,40926.14,true
790.00,FP000017,-73633.10,300.00,40805.02,true
790.00,FP000003,-74138.48,300.00,40774.37,true
790.00,FP000008,-73779.36,300.00,40911.41,true
790.00,FP000006,-73954.97,300.00,40915.91,true
790.00,FP000010,-74028.77,300.00,40369.61,true
790.00,FP000024,-73952.71,100.00,40689.21,true
790.00,FP000021,-73853.23,300.00,40926.14,true
790.00,FP000002,-73874.50,99.00,40626.90,false
800.00,FP000017,-73633.10,300.00,40805.02,true
800.00,FP000003,-74138.48,300.00,40774.37,true
800.00,FP000008,-73779.36,300.00,40911.41,true
800.00,FP000006,-73954.97,300.00,40915.91,true
800.00,FP000010,-74028.77,300.00,40369.61,true
800.00,FP000024,-73952.71,100.00,40689.21,true
800.00,FP000021,-73853.23,300.00,40926.14,true
800.00,FP000002,-73960.48,278.00,40661.03,false
810.00,FP000017,-73633.10,300.00,40805.02,true
810.00,FP000003,-74138.48,300.00,40774.37,true
810.00,FP000008,-73779.36,300.00,40911.41,true
810.00,FP000006,-73954.97,300.00,40915.91,true
810.00,FP000010,-74028.77,300.00,40369.61,true
810.00,FP000024,-73952.71,100.00,40689.21,true
810.00,FP000021,-73853.23,300.00,40926.14,true
810.00,FP000002,-73960.48,58.00,40661.03,false
820.00,FP000017,-73633.10,300.00,40805.02,true
820.00,FP000003,-74138.48,300.00,40774.37,true
820.00,FP000008,-73779.36,300.00,40911.41,true
820.00,FP000006,-73954.97,300.00,40915.91,true
820.00,FP000010,-74028.77,300.00,40369.61,true
820.00,FP000024,-73952.71,100.00,40689.21,true
820.00,FP000021,-73853.23,300.00,40926.14,true
820.00,FP000002,-74087.98,185.85,40711.64,false
830.00,FP000017,-73633.10,300.00,40805.02,true
830.00,FP000003,-74138.48,300.00,40774.37,true
830.00,FP000008,-73779.36,300.00,40911.41,true
830.00,FP000006,-73954.97,300.00,40915.91,true
830.00,FP000010,-74028.77,300.00,40369.61,true
830.00,FP000024,-73952.71,100.00,40689.21,true
830.00,FP000021,-73853.23,300.00,40926.14,true
830.00,FP000002,-74153.34,300.00,40737.58,true
840.00,FP000017,-73633.10,300.00,40805.02,true
840.00,FP000003,-74138.48,300.00,40774.37,true
840.00,FP000008,-73779.36,300.00,40911.41,true
840.00,FP000006,-73954.97,300.00,40915.91,true
840.00,FP000010,-74028.77,300.00,40369.61,true
840.00,FP000024,-73952.71,100.00,40689.21,true
840.00,FP000021,-73853.23,300.00,40926.14,true
840.00,FP000002,-74153.34,300.00,40737.58,true
840.00,FP000018,-73874.50,90.00,40626.90,false
850.00,FP000017,-73633.10,300.00,40805.02,true
850.00,FP000003,-74138.48,300.00,40774.37,true
850.00,FP000008,-73779.36,300.00,40911.41,true
850.00,FP000006,-73954.97,300.00,40915.91,true
850.00,FP000010,-74028.77,300.00,40369.61,true
850.00,FP000024,-73952.71,100.00,40689.21,true
850.00,FP000021,-73853.23,300.00,40926.14,true
850.00,FP000002,-74153.34,300.00,40737.58,true
850.00,FP000018,-73908.83,200.00,40620.07,false
860.00,FP000017,-73633.10,300.00,40805.02,true
860.00,FP000003,-74138.48,300.00,40774.37,true
860.00,FP000008,-73779.36,300.00,40911.41,true
860.00,FP000006,-73954.97,300.00,40915.91,true
860.00,FP000010,-74028.77,300.00,40369.61,true
860.00,FP000024,-73952.71,100.00,40689.21,true
860.00,FP000021,-73853.23,300.00,40926.14,true
860.00,FP000002,-74153.34,300.00,40737.58,true
860.00,FP000018,-73922.92,110.00,40617.26,false
870.00,FP000017,-73633.10,300.00,40805.02,true
870.00,FP000003,-74138.48,300.00,40774.37,true
870.00,FP000008,-73779.36,300.00,40911.41,true
870.00,FP000006,-73954.97,300.00,40915.91,true
870.00,FP000010,-74028.77,300.00,40369.61,true
870.00,FP000024,-73952.71,100.00,40689.21,true
870.00,FP000021,-73853.23,300.00,40926.14,true
870.00,FP000002,-74153.34,300.00,40737.58,true
870.00,FP000018,-73922.92,10.00,40617.26,false
870.00,FP000011,-73874.50,33.00,40626.90,false
880.00,FP000017,-73633.10,300.00,40805.02,true
880.00,FP000003,-74138.48,300.00,40774.37,true
880.00,FP000008,-73779.36,300.00,40911.41,true
880.00,FP000006,-73954.97,300.00,40915.91,true
880.00,FP000010,-74028.77,300.00,40369.61,true
880.00,FP000024,-73952.71,100.00,40689.21,true
880.00,FP000021,-73853.23,300.00,40926.14,true
880.00,FP000002,-74153.34,300.00,40737.58,true
880.00,FP000018,-74007.59,110.22,40600.42,false
880.00,FP000011,-73937.98,299.77,40670.39,false
890.00,FP000017,-73633.10,300.00,40805.02,true
890.00,FP000003,-74138.48,300.00,40774.37,true
890.00,FP000008,-73779.36,300.00,40911.41,true
890.00,FP000006,-73954.97,300.00,40915.91,true
890.00,FP000010,-74028.77,300.00,40369.61,true
890.00,FP000024,-73952.71,100.00,40689.21,true
890.00,FP000021,-73853.23,300.00,40926.14,true
890.00,FP000002,-74153.34,300.00,40737.58,true
890.00,FP000018,-74070.66,200.00,40587.86,true
890.00,FP000011,-73943.31,102.00,40674.04,false
900.00,FP000017,-73633.10,300.00,40805.02,true
900.00,FP000003,-74138.48,300.00,40774.37,true
900.00,FP000008,-73779.36,300.00,40911.41,true
900.00,FP000006,-73954.97,300.00,40915.91,true
900.00,FP000010,-74028.77,300.00,40369.61,true
900.00,FP000024,-73952.71,100.00,40689.21,true
900.00,FP000021,-73853.23,300.00,40926.14,true
900.00,FP000002,-74153.34,300.00,40737.58,true
900.00,FP000018,-74070.66,200.00,40587.86,true
900.00,FP000011,-74020.19,122.62,40726.70,false
910.00,FP000017,-73633.10,300.00,40805.02,true
910.00,FP000003,-74138.48,300.00,40774.37,true
910.00,FP000008,-73779.36,300.00,40911.41,true
910.00,FP000006,-73954.97,300.00,40915.91,true
910.00,FP000010,-74028.77,300.00,40369.61,true
910.00,FP000024,-73952.71,100.00,40689.21,true
910.00,FP000021,-73853.23,300.00,40926.14,true
910.00,FP000002,-74153.34,300.00,40737.58,true
910.00,FP000018,-74070.66,200.00,40587.86,true
910.00,FP000011,-74121.98,300.00,40796.46,true
920.00,FP000017,-73633.10,300.00,40805.02,true
920.00,FP000003,-74138.48,300.00,40774.37,true
920.00,FP000008,-73779.36,300.00,40911.41,true
920.00,FP000006,-73954.97,300.00,40915.91,true
920.00,FP000010,-74028.77,300.00,40369.61,true
920.00,FP000024,-73952.71,100.00,40689.21,true
920.00,FP000021,-73853.23,300.00,40926.14,true
920.00,FP000002,-74153.34,300.00,40737.58,true
920.00,FP000018,-74070.66,200.00,40587.86,true
920.00,FP000011,-74121.98,300.00,40796.46,true
920.00,FP000022,-73874.50,264.00,40626.90,false
930.00,FP000017,-73633.10,300.00,40805.02,true
930.00,FP000003,-74138.48,300.00,40774.37,true
930.00,FP000008,-73779.36,300.00,40911.41,true
930.00,FP000006,-73954.97,300.00,40915.91,true
930.00,FP000010,-74028.77,300.00,40369.61,true
930.00,FP000024,-73952.71,100.00,40689.21,true
930.00,FP000021,-73853.23,300.00,40926.14,true
930.00,FP000002,-74153.34,300.00,40737.58,true
930.00,FP000018,-74070.66,200.00,40587.86,true
930.00,FP000011,-74121.98,300.00,40796.46,true
930.00,FP000022,-73880.37,146.00,40551.59,false
940.00,FP000017,-73633.10,300.00,40805.02,true
940.00,FP000003,-74138.48,300.00,40774.37,true
940.00,FP000008,-73779.36,300.00,40911.41,true
940.00,FP000006,-73954.97,300.00,40915.91,true
940.00,FP000010,-74028.77,300.00,40369.61,true
940.00,FP000024,-73952.71,100.00,40689.21,true
940.00,FP000021,-73853.23,300.00,40926.14,true
940.00,FP000002,-74153.34,300.00,40737.58,true
940.00,FP000018,-74070.66,200.00,40587.86,true
940.00,FP000011,-74121.98,300.00,40796.46,true
940.00,FP000022,-73884.04,60.73,40504.39,false
950.00,FP000017,-73633.10,300.00,40805.02,true
950.00,FP000003,-74138.48,300.00,40774.37,true
950.00,FP000008,-73779.36,300.00,40911.41,true
950.00,FP000006,-73954.97,300.00,40915.91,true
950.00,FP000010,-74028.77,300.00,40369.61,true
950.00,FP000024,-73952.71,100.00,40689.21,true
950.00,FP000021,-73853.23,300.00,40926.14,true
950.00,FP000002,-74153.34,300.00,40737.58,true
950.00,FP000018,-74070.66,200.00,40587.86,true
950.00,FP000011,-74121.98,300.00,40796.46,true
950.00,FP000022,-73897.80,300.00,40327.80,true
960.00,FP000017,-73633.10,300.00,40805.02,true
960.00,FP000003,-74138.48,300.00,40774.37,true
960.00,FP000008,-73779.36,300.00,40911.41,true
960.00,FP000006,-73954.97,300.00,40915.91,true
960.00,FP000010,-74028.77,300.00,40369.61,true
960.00,FP000024,-73952.71,100.00,40689.21,true
960.00,FP000021,-73853.23,300.00,40926.14,true
960.00,FP000002,-74153.34,300.00,40737.58,true
960.00,FP000018,-74070.66,200.00,40587.86,true
960.00,FP000011,-74121.98,300.00,40796.46,true
960.00,FP000022,-73897.80,300.00,40327.80,true
970.00,FP000017,-73633.10,300.00,40805.02,true
970.00,FP000003,-74138.48,300.00,40774.37,true
970.00,FP000008,-73779.36,300.00,40911.41,true
970.00,FP000006,-73954.97,300.00,40915.91,true
970.00,FP000010,-74028.77,300.00,40369.61,true
970.00,FP000024,-73952.71,100.00,40689.21,true
970.00,FP000021,-73853.23,300.00,40926.14,true
970.00,FP000002,-74153.34,300.00,40737.58,true
970.00,FP000018,-74070.66,200.00,40587.86,true
970.00,FP000011,-74121.98,300.00,40796.46,true
970.00,FP000022,-73897.80,300.00,40327.80,true
980.00,FP000017,-73633.10,300.00,40805.02,true
980.00,FP000003,-74138.48,300.00,40774.37,true
980.00,FP000008,-73779.36,300.00,40911.41,true
980.00,FP000006,-73954.97,300.00,40915.91,true
980.00,FP000010,-74028.77,300.00,40369.61,true
980.00,FP000024,-73952.71,100.00,40689.21,true
980.00,FP000021,-73853.23,300.00,40926.14,true
980.00,FP000002,-74153.34,300.00,40737.58,true
980.00,FP000018,-74070.66,200.00,40587.86,true
980.00,FP000011,-74121.98,300.00,40796.46,true
980.00,FP000022,-73897.80,300.00,40327.80,true
990.00,FP000017,-73633.10,300.00,40805.02,true
990.00,FP000003,-74138.48,300.00,40774.37,true
990.00,FP000008,-73779.36,300.00,40911.41,true
990.00,FP000006,-73954.97,300.00,40915.91,true
990.00,FP000010,-74028.77,300.00,40369.61,true
990.00,FP000024,-73952.71,100.00,40689.21,true
990.00,FP000021,-73853.23,300.00,40926.14,true
990.00,FP000002,-74153.34,300.00,40737.58,true
990.00,FP000018,-74070.66,200.00,40587.86,true
990.00,FP000011,-74121.98,300.00,40796.46,true
990.00,FP000022,-73897.80,300.00,40327.80,true
1000.00,FP000017,-73633.10,300.00,40805.02,true
1000.00,FP000003,-74138.48,300.00,40774.37,true
1000.00,FP000008,-73779.36,300.00,40911.41,true
1000.00,FP000006,-73954.97,300.00,40915.91,true
1000.00,FP000010,-74028.77,300.00,40369.61,true
1000.00,FP000024,-73952.71,100.00,40689.21,true
1000.00,FP000021,-73853.23,300.00,40926.14,true
1000.00,FP000002,-74153.34,300.00,40737.58,true
1000.00,FP000018,-74070.66,200.00,40587.86,true
1000.00,FP000011,-74121.98,300.00,40796.46,true
1000.00,FP000022,-73897.80,300.00,40327.80,true
1010.00,FP000017,-73633.10,300.00,40805.02,true
1010.00,FP000003,-74138.48,300.00,40774.37,true
1010.00,FP000008,-73779.36,300.00,40911.41,true
1010.00,FP000006,-73954.97,300.00,40915.91,true
1010.00,FP000010,-74028.77,300.00,40369.61,true
1010.00,FP000024,-73952.71,100.00,40689.21,true
1010.00,FP000021,-73853.23,300.00,40926.14,true
1010.00,FP000002,-74153.34,300.00,40737.58,true
1010.00,FP000018,-74070.66,200.00,40587.86,true
1010.00,FP000011,-74121.98,300.00,40796.46,true
1010.00,FP000022,-73897.80,300.00,40327.80,true
1020.00,FP000017,-73633.10,300.00,40805.02,true
1020.00,FP000003,-74138.48,300.00,40774.37,true
1020.00,FP000008,-73779.36,300.00,40911.41,true
1020.00,FP000006,-73954.97,300.00,40915.91,true
1020.00,FP000010,-74028.77,300.00,40369.61,true
1020.00,FP000024,-73952.71,100.00,40689.21,true
1020.00,FP000021,-73853.23,300.00,40926.14,true
1020.00,FP000002,-74153.34,300.00,40737.58,true
1020.00,FP000018,-74070.66,200.00,40587.86,true
1020.00,FP000011,-74121.98,300.00,40796.46,true
1020.00,FP000022,-73897.80,300.00,40327.80,true
1030.00,FP000017,-73633.10,300.00,40805.02,true
1030.00,FP000003,-74138.48,300.00,40774.37,true
